partner,geo,year,net_value
AT,BE,2010,373.0
AT,BE,2011,76.0
AT,BE,2012,66.0
AT,BE,2013,320.0
AT,BE,2014,-2.0
AT,BE,2015,39.0
AT,BE,2016,10.0
AT,BE,2017,-56.0
AT,BE,2018,29.0
AT,BE,2019,27.0
AT,BE,2022,19.0
AT,BE,2023,118.0
AT,BG,2007,-1439.0
AT,BG,2012,-2090.0
AT,BG,2013,67.0
AT,BG,2014,-3658.0
AT,BG,2015,-3609.0
AT,BG,2016,-3299.0
AT,BG,2017,-3249.0
AT,BG,2018,-3326.0
AT,BG,2019,-3621.0
AT,BG,2020,-2472.0
AT,BG,2021,-2492.0
AT,BG,2022,-3100.0
AT,BG,2023,-2811.0
AT,CH,2011,2061.0
AT,CH,2012,2139.0
AT,CH,2013,3170.0
AT,CH,2014,2278.0
AT,CH,2015,2358.0
AT,CH,2016,2153.0
AT,CH,2017,2137.0
AT,CH,2018,2048.0
AT,CH,2019,2151.0
AT,CH,2020,1975.0
AT,CZ,2002,-786.0
AT,CZ,2003,-877.0
AT,CZ,2004,-1026.0
AT,CZ,2005,-978.0
AT,CZ,2006,-1183.0
AT,CZ,2007,-636.0
AT,CZ,2021,-777.0
AT,CZ,2022,-817.0
AT,CZ,2023,-978.0
AT,DE,1998,3515.0
AT,DE,1999,4050.0
AT,DE,2000,4180.0
AT,DE,2001,10.0
AT,DE,2002,4708.0
AT,DE,2004,-1676.0
AT,DE,2005,-3088.0
AT,DE,2006,-3366.0
AT,DE,2007,-1165.0
AT,DE,2008,-1083.0
AT,DE,2014,-2443.0
AT,DE,2015,-1867.0
AT,DE,2016,-1627.0
AT,DE,2017,-2644.0
AT,DE,2018,-3907.0
AT,DE,2019,-5923.0
AT,DE,2020,-6900.0
AT,DE,2021,-8296.0
AT,DE,2022,-9637.0
AT,DE,2023,-7859.0
AT,DK,1998,68.0
AT,DK,1999,53.0
AT,DK,2000,16.0
AT,DK,2001,150.0
AT,DK,2002,146.0
AT,DK,2003,66.0
AT,DK,2004,61.0
AT,DK,2005,38.0
AT,DK,2006,162.0
AT,DK,2007,263.0
AT,DK,2008,113.0
AT,DK,2009,228.0
AT,DK,2010,241.0
AT,DK,2011,101.0
AT,DK,2012,71.0
AT,DK,2013,222.0
AT,DK,2014,105.0
AT,DK,2015,79.0
AT,DK,2016,72.0
AT,DK,2017,120.0
AT,DK,2018,104.0
AT,DK,2019,151.0
AT,DK,2020,145.0
AT,DK,2021,109.0
AT,EE,2004,-56.0
AT,EE,2005,-41.0
AT,EE,2006,-33.0
AT,EE,2007,-12.0
AT,EE,2008,-23.0
AT,EE,2009,19.0
AT,EE,2010,17.0
AT,EE,2011,-54.0
AT,EE,2012,-51.0
AT,EE,2013,15.0
AT,EE,2014,-77.0
AT,EE,2015,-33.0
AT,EE,2016,-20.0
AT,EE,2017,-17.0
AT,EE,2018,34.0
AT,EE,2019,-15.0
AT,EE,2020,-6.0
AT,EE,2021,15.0
AT,EE,2022,-12.0
AT,EE,2023,-34.0
AT,ES,1998,-294.0
AT,ES,1999,-265.0
AT,ES,2000,-362.0
AT,ES,2001,-460.0
AT,ES,2002,57.0
AT,ES,2004,-21.0
AT,ES,2005,139.0
AT,ES,2006,304.0
AT,ES,2007,553.0
AT,FI,1998,-251.0
AT,FI,1999,-208.0
AT,FI,2000,-182.0
AT,FI,2001,-127.0
AT,FI,2002,-121.0
AT,FI,2003,-145.0
AT,FI,2004,-177.0
AT,FI,2005,-140.0
AT,FI,2006,-170.0
AT,FI,2007,25.0
AT,FI,2008,-5.0
AT,FI,2009,73.0
AT,FI,2010,85.0
AT,FI,2011,-18.0
AT,FI,2012,-96.0
AT,FI,2013,83.0
AT,FI,2014,-151.0
AT,FI,2015,-77.0
AT,FI,2016,-53.0
AT,FI,2017,-92.0
AT,FI,2018,-67.0
AT,FI,2019,-39.0
AT,FI,2020,-22.0
AT,FI,2021,5.0
AT,FI,2022,15.0
AT,FI,2023,-41.0
AT,FR,2013,977.0
AT,FR,2014,107.0
AT,FR,2015,130.0
AT,FR,2016,246.0
AT,FR,2017,-10.0
AT,FR,2018,90.0
AT,FR,2019,-124.0
AT,FR,2020,-192.0
AT,FR,2021,213.0
AT,FR,2022,153.0
AT,FR,2023,-94.0
AT,HR,1999,-3359.0
AT,HR,2001,-5034.0
AT,HR,2002,-2884.0
AT,HR,2003,-2654.0
AT,HR,2004,-2760.0
AT,HR,2006,-2010.0
AT,HR,2007,-767.0
AT,HR,2008,-633.0
AT,HR,2009,303.0
AT,HR,2010,215.0
AT,HR,2011,-834.0
AT,HR,2012,-879.0
AT,HR,2013,208.0
AT,HR,2014,-3479.0
AT,HR,2015,-3824.0
AT,HR,2016,-3108.0
AT,HR,2017,-3014.0
AT,HR,2018,-3223.0
AT,HR,2019,-3148.0
AT,HR,2020,-4473.0
AT,HR,2021,-4770.0
AT,HR,2022,-5168.0
AT,HR,2023,-4161.0
AT,HU,2021,348.0
AT,HU,2022,1786.0
AT,IE,2006,142.0
AT,IE,2007,139.0
AT,IE,2008,200.0
AT,IE,2009,225.0
AT,IE,2010,175.0
AT,IS,1998,-27.0
AT,IS,1999,-21.0
AT,IS,2000,-12.0
AT,IS,2002,0.0
AT,IS,2007,32.0
AT,IS,2009,27.0
AT,IS,2010,18.0
AT,IS,2011,-18.0
AT,IS,2012,-12.0
AT,IS,2013,37.0
AT,IS,2014,-15.0
AT,IS,2015,-21.0
AT,IS,2016,10.0
AT,IS,2017,8.0
AT,IS,2018,13.0
AT,IS,2019,-8.0
AT,IS,2020,-12.0
AT,IS,2021,36.0
AT,IS,2022,22.0
AT,IS,2023,7.0
AT,IT,2008,-825.0
AT,IT,2009,634.0
AT,IT,2010,647.0
AT,IT,2011,-1398.0
AT,IT,2012,-2002.0
AT,IT,2013,492.0
AT,IT,2014,-2957.0
AT,IT,2015,-3395.0
AT,IT,2016,-2906.0
AT,IT,2017,-2821.0
AT,IT,2018,-2496.0
AT,IT,2019,-2743.0
AT,IT,2020,-2428.0
AT,IT,2021,-1896.0
AT,IT,2022,-2328.0
AT,IT,2023,-2142.0
AT,LI,2008,54.0
AT,LI,2009,87.0
AT,LI,2010,75.0
AT,LI,2011,83.0
AT,LI,2012,58.0
AT,LI,2013,140.0
AT,LI,2014,59.0
AT,LI,2015,40.0
AT,LI,2016,39.0
AT,LI,2017,28.0
AT,LI,2018,71.0
AT,LI,2019,59.0
AT,LI,2020,76.0
AT,LI,2021,40.0
AT,LT,1998,-27.0
AT,LT,1999,-30.0
AT,LT,2000,-90.0
AT,LT,2001,-95.0
AT,LT,2002,-86.0
AT,LT,2003,-103.0
AT,LT,2004,-144.0
AT,LT,2005,-215.0
AT,LT,2006,-201.0
AT,LT,2007,-84.0
AT,LT,2008,-82.0
AT,LT,2009,13.0
AT,LT,2010,12.0
AT,LT,2011,-161.0
AT,LT,2012,-129.0
AT,LT,2013,38.0
AT,LT,2014,-96.0
AT,LT,2015,-116.0
AT,LT,2016,-128.0
AT,LT,2017,-151.0
AT,LT,2018,-107.0
AT,LT,2019,-79.0
AT,LT,2020,-57.0
AT,LT,2021,-69.0
AT,LT,2022,-101.0
AT,LT,2023,-102.0
AT,LU,2003,-48.0
AT,LU,2004,-50.0
AT,LU,2005,-49.0
AT,LU,2006,-65.0
AT,LU,2007,-66.0
AT,LV,1998,-32.0
AT,LV,1999,-18.0
AT,NL,1998,13.0
AT,NL,1999,-95.0
AT,NL,2000,-218.0
AT,NL,2001,-88.0
AT,NL,2002,-28.0
AT,NL,2003,-140.0
AT,NL,2004,-215.0
AT,NL,2005,-413.0
AT,NL,2006,-237.0
AT,NL,2007,-57.0
AT,NL,2008,62.0
AT,NL,2009,562.0
AT,NL,2010,611.0
AT,NL,2011,-24.0
AT,NL,2012,-108.0
AT,NL,2013,605.0
AT,NL,2014,-54.0
AT,NL,2015,-69.0
AT,NL,2016,-35.0
AT,NL,2017,189.0
AT,NL,2018,110.0
AT,NL,2019,128.0
AT,NL,2020,-43.0
AT,NL,2021,125.0
AT,NL,2022,240.0
AT,NL,2023,204.0
AT,NO,1998,-3.0
AT,NO,1999,-11.0
AT,NO,2000,-39.0
AT,NO,2001,-75.0
AT,NO,2002,6.0
AT,NO,2003,-19.0
AT,NO,2004,8.0
AT,NO,2005,24.0
AT,NO,2006,51.0
AT,NO,2007,72.0
AT,NO,2008,77.0
AT,NO,2009,109.0
AT,NO,2010,185.0
AT,NO,2011,58.0
AT,NO,2012,51.0
AT,NO,2013,164.0
AT,NO,2014,74.0
AT,NO,2015,36.0
AT,NO,2016,29.0
AT,NO,2017,27.0
AT,NO,2018,39.0
AT,NO,2019,5.0
AT,NO,2020,74.0
AT,NO,2021,62.0
AT,NO,2022,43.0
AT,NO,2023,5.0
AT,OTHER,2000,-22328.0
AT,OTHER,2001,-35287.0
AT,OTHER,2002,-37396.0
AT,OTHER,2004,-43803.0
AT,OTHER,2005,-39642.0
AT,OTHER,2006,-30326.0
AT,OTHER,2007,-25728.0
AT,OTHER,2008,-24326.0
AT,OTHER,2009,10.0
AT,OTHER,2010,23.0
AT,OTHER,2011,-26256.0
AT,OTHER,2012,-29970.0
AT,OTHER,2020,-28214.0
AT,OTHER,2021,-43894.0
AT,PL,2001,-3522.0
AT,PL,2002,-2409.0
AT,PL,2003,-2851.0
AT,PL,2004,-6808.0
AT,PL,2005,-6702.0
AT,PL,2006,-5584.0
AT,PL,2007,-3450.0
AT,RO,2013,1500.0
AT,RO,2014,-11155.0
AT,RO,2015,-10424.0
AT,RO,2016,-7142.0
AT,RO,2017,-7499.0
AT,RO,2018,-8303.0
AT,RO,2021,-4657.0
AT,RO,2022,-5518.0
AT,RO,2023,2666.0
AT,SE,1998,-320.0
AT,SE,1999,-281.0
AT,SE,2000,-314.0
AT,SE,2001,-343.0
AT,SE,2002,-169.0
AT,SE,2003,-121.0
AT,SE,2004,-195.0
AT,SE,2005,-240.0
AT,SE,2006,-262.0
AT,SE,2007,84.0
AT,SE,2008,189.0
AT,SE,2009,388.0
AT,SE,2010,344.0
AT,SE,2011,75.0
AT,SE,2012,85.0
AT,SE,2013,339.0
AT,SE,2014,74.0
AT,SE,2015,28.0
AT,SE,2016,210.0
AT,SE,2017,90.0
AT,SE,2018,101.0
AT,SE,2019,35.0
AT,SE,2020,41.0
AT,SE,2021,-12.0
AT,SE,2022,50.0
AT,SE,2023,14.0
AT,SI,1998,-603.0
AT,SI,1999,-597.0
AT,SI,2000,-489.0
AT,SI,2001,-615.0
AT,SI,2002,-333.0
AT,SI,2003,-333.0
AT,SI,2004,-528.0
AT,SI,2005,-463.0
AT,SI,2006,-476.0
AT,SI,2007,-345.0
AT,SI,2008,-178.0
AT,SI,2009,387.0
AT,SI,2010,425.0
AT,SI,2011,-613.0
AT,SI,2012,-973.0
AT,SI,2013,319.0
AT,SI,2014,-1876.0
AT,SI,2015,-1872.0
AT,SI,2016,-1693.0
AT,SI,2017,-1392.0
AT,SI,2018,-984.0
AT,SI,2019,-1130.0
AT,SI,2020,746.0
AT,SI,2021,-373.0
AT,SI,2022,-458.0
AT,SI,2023,-149.0
AT,SK,1998,-1741.0
AT,SK,1999,-1864.0
AT,SK,2000,-1936.0
AT,SK,2001,-2457.0
AT,SK,2002,-2191.0
AT,SK,2003,-2319.0
AT,SK,2004,-3229.0
AT,SK,2005,-3262.0
AT,SK,2006,-3188.0
AT,SK,2008,-2848.0
AT,SK,2009,313.0
AT,SK,2010,275.0
AT,SK,2011,-3375.0
AT,SK,2012,-3728.0
AT,SK,2013,250.0
AT,SK,2014,-4188.0
AT,SK,2015,-4188.0
AT,SK,2016,-3719.0
AT,SK,2017,-3078.0
AT,SK,2018,-2930.0
AT,SK,2019,-2711.0
AT,SK,2020,-2579.0
AT,SK,2021,-2479.0
AT,SK,2022,-2820.0
AT,SK,2023,-2628.0
AT,UK,1998,173.0
AT,UK,1999,-953.0
AT,UK,2000,2210.0
AT,UK,2001,-394.0
AT,UK,2002,-702.0
AT,UK,2003,139.0
AT,UK,2004,523.0
AT,UK,2005,45.0
BE,AT,1998,324.0
BE,AT,1999,238.0
BE,AT,2000,294.0
BE,AT,2001,267.0
BE,AT,2002,173.0
BE,AT,2003,254.0
BE,AT,2004,299.0
BE,AT,2005,296.0
BE,AT,2006,252.0
BE,AT,2007,250.0
BE,AT,2008,245.0
BE,AT,2011,-76.0
BE,AT,2012,-66.0
BE,AT,2014,2.0
BE,AT,2015,-39.0
BE,AT,2016,-10.0
BE,AT,2017,56.0
BE,AT,2018,-29.0
BE,AT,2019,-27.0
BE,AT,2020,339.0
BE,AT,2021,353.0
BE,AT,2022,-19.0
BE,AT,2023,-118.0
BE,BG,2007,10.0
BE,BG,2012,-3841.0
BE,BG,2013,-3319.0
BE,BG,2014,-4085.0
BE,BG,2015,-3559.0
BE,BG,2016,-3232.0
BE,BG,2017,-3347.0
BE,BG,2018,-3367.0
BE,BG,2019,-4248.0
BE,BG,2020,700.0
BE,BG,2021,818.0
BE,BG,2022,-3725.0
BE,BG,2023,-2821.0
BE,CH,2011,564.0
BE,CH,2012,590.0
BE,CH,2013,967.0
BE,CH,2014,746.0
BE,CH,2015,883.0
BE,CH,2016,781.0
BE,CH,2017,823.0
BE,CH,2018,769.0
BE,CH,2019,644.0
BE,CH,2020,1380.0
BE,CZ,2002,80.0
BE,CZ,2003,80.0
BE,CZ,2004,100.0
BE,CZ,2005,48.0
BE,CZ,2006,28.0
BE,CZ,2007,78.0
BE,CZ,2021,117.0
BE,CZ,2022,-300.0
BE,CZ,2023,-397.0
BE,DE,1998,4587.0
BE,DE,1999,4675.0
BE,DE,2000,4583.0
BE,DE,2002,4439.0
BE,DE,2004,4349.0
BE,DE,2005,4267.0
BE,DE,2006,4115.0
BE,DE,2007,4198.0
BE,DE,2008,4428.0
BE,DE,2014,268.0
BE,DE,2015,333.0
BE,DE,2016,575.0
BE,DE,2017,324.0
BE,DE,2018,-348.0
BE,DE,2019,-306.0
BE,DE,2020,3572.0
BE,DE,2021,3780.0
BE,DE,2022,-554.0
BE,DE,2023,-330.0
BE,DK,1998,659.0
BE,DK,1999,620.0
BE,DK,2000,691.0
BE,DK,2001,602.0
BE,DK,2002,609.0
BE,DK,2003,587.0
BE,DK,2004,528.0
BE,DK,2005,498.0
BE,DK,2006,529.0
BE,DK,2007,503.0
BE,DK,2008,410.0
BE,DK,2009,334.0
BE,DK,2010,74.0
BE,DK,2011,56.0
BE,DK,2012,166.0
BE,DK,2013,161.0
BE,DK,2014,136.0
BE,DK,2015,109.0
BE,DK,2016,111.0
BE,DK,2017,270.0
BE,DK,2018,57.0
BE,DK,2019,118.0
BE,DK,2020,457.0
BE,DK,2021,522.0
BE,EE,2004,9.0
BE,EE,2005,12.0
BE,EE,2006,21.0
BE,EE,2007,37.0
BE,EE,2008,33.0
BE,EE,2009,32.0
BE,EE,2010,-104.0
BE,EE,2011,-184.0
BE,EE,2012,-106.0
BE,EE,2013,-134.0
BE,EE,2014,-97.0
BE,EE,2015,-40.0
BE,EE,2016,-44.0
BE,EE,2017,-46.0
BE,EE,2018,-20.0
BE,EE,2019,-35.0
BE,EE,2020,120.0
BE,EE,2021,147.0
BE,EE,2022,-2.0
BE,EE,2023,-38.0
BE,ES,1998,2062.0
BE,ES,1999,2775.0
BE,ES,2000,3061.0
BE,ES,2001,2838.0
BE,ES,2002,3141.0
BE,ES,2004,3154.0
BE,ES,2005,3420.0
BE,ES,2006,3391.0
BE,ES,2007,3658.0
BE,ES,2008,2722.0
BE,ES,2009,2557.0
BE,ES,2010,-3267.0
BE,ES,2011,-4547.0
BE,ES,2012,-4427.0
BE,ES,2013,-3960.0
BE,ES,2014,-3424.0
BE,ES,2015,-1912.0
BE,ES,2016,-768.0
BE,ES,2017,-381.0
BE,ES,2018,-278.0
BE,ES,2019,-1012.0
BE,ES,2020,4667.0
BE,ES,2021,9865.0
BE,ES,2022,795.0
BE,ES,2023,1031.0
BE,FI,1998,78.0
BE,FI,1999,143.0
BE,FI,2000,161.0
BE,FI,2001,170.0
BE,FI,2002,151.0
BE,FI,2003,184.0
BE,FI,2004,186.0
BE,FI,2005,189.0
BE,FI,2006,204.0
BE,FI,2007,235.0
BE,FI,2008,184.0
BE,FI,2009,212.0
BE,FI,2010,-173.0
BE,FI,2011,-123.0
BE,FI,2012,-71.0
BE,FI,2013,-97.0
BE,FI,2014,-45.0
BE,FI,2015,-59.0
BE,FI,2016,-57.0
BE,FI,2017,-136.0
BE,FI,2018,-178.0
BE,FI,2019,-76.0
BE,FI,2020,263.0
BE,FI,2021,267.0
BE,FI,2022,-58.0
BE,FI,2023,-92.0
BE,FR,2013,-1485.0
BE,FR,2014,-886.0
BE,FR,2015,141.0
BE,FR,2016,2078.0
BE,FR,2017,986.0
BE,FR,2018,674.0
BE,FR,2019,22.0
BE,FR,2020,15178.0
BE,FR,2021,15702.0
BE,FR,2022,2900.0
BE,FR,2023,3026.0
BE,HR,1999,19.0
BE,HR,2001,14.0
BE,HR,2002,19.0
BE,HR,2003,9.0
BE,HR,2004,13.0
BE,HR,2006,19.0
BE,HR,2007,25.0
BE,HR,2008,24.0
BE,HR,2009,25.0
BE,HR,2010,-185.0
BE,HR,2011,-288.0
BE,HR,2012,-238.0
BE,HR,2013,-246.0
BE,HR,2014,-296.0
BE,HR,2015,-396.0
BE,HR,2016,-298.0
BE,HR,2017,-390.0
BE,HR,2018,-405.0
BE,HR,2019,-377.0
BE,HR,2020,62.0
BE,HR,2021,79.0
BE,HR,2022,-263.0
BE,HR,2023,-267.0
BE,HU,2021,454.0
BE,HU,2022,-524.0
BE,IE,2006,611.0
BE,IE,2007,541.0
BE,IE,2008,612.0
BE,IE,2009,407.0
BE,IE,2010,-81.0
BE,IS,1998,21.0
BE,IS,1999,23.0
BE,IS,2000,29.0
BE,IS,2001,28.0
BE,IS,2002,34.0
BE,IS,2007,24.0
BE,IS,2009,11.0
BE,IS,2010,-41.0
BE,IS,2011,18.0
BE,IS,2012,26.0
BE,IS,2013,-24.0
BE,IS,2014,1.0
BE,IS,2015,0.0
BE,IS,2016,-1.0
BE,IS,2017,-10.0
BE,IS,2018,-9.0
BE,IS,2019,-2.0
BE,IS,2020,25.0
BE,IS,2021,29.0
BE,IS,2022,13.0
BE,IS,2023,-16.0
BE,IT,2008,1214.0
BE,IT,2009,1011.0
BE,IT,2010,-3166.0
BE,IT,2011,-4264.0
BE,IT,2012,-4653.0
BE,IT,2013,-4784.0
BE,IT,2014,-5034.0
BE,IT,2015,-5128.0
BE,IT,2016,-4749.0
BE,IT,2017,-4805.0
BE,IT,2018,-5225.0
BE,IT,2019,-5397.0
BE,IT,2020,1646.0
BE,IT,2021,1930.0
BE,IT,2022,-4473.0
BE,IT,2023,-4690.0
BE,LI,2008,0.0
BE,LI,2009,0.0
BE,LI,2010,-2.0
BE,LI,2011,-4.0
BE,LI,2012,-2.0
BE,LI,2013,-11.0
BE,LI,2014,2.0
BE,LI,2015,0.0
BE,LI,2016,-9.0
BE,LI,2017,1.0
BE,LI,2018,1.0
BE,LI,2019,1.0
BE,LI,2020,0.0
BE,LI,2021,0.0
BE,LT,1998,0.0
BE,LT,1999,0.0
BE,LT,2000,2.0
BE,LT,2001,7.0
BE,LT,2002,17.0
BE,LT,2003,10.0
BE,LT,2004,26.0
BE,LT,2005,31.0
BE,LT,2006,47.0
BE,LT,2007,45.0
BE,LT,2008,46.0
BE,LT,2009,43.0
BE,LT,2010,-246.0
BE,LT,2011,-299.0
BE,LT,2012,-307.0
BE,LT,2013,-194.0
BE,LT,2014,-75.0
BE,LT,2015,-139.0
BE,LT,2016,-112.0
BE,LT,2017,-216.0
BE,LT,2018,-214.0
BE,LT,2019,-213.0
BE,LT,2020,122.0
BE,LT,2021,83.0
BE,LT,2022,-194.0
BE,LT,2023,-175.0
BE,LU,2003,700.0
BE,LU,2004,674.0
BE,LU,2005,681.0
BE,LU,2006,605.0
BE,LU,2007,649.0
BE,LV,1998,1.0
BE,LV,1999,4.0
BE,NL,1998,6386.0
BE,NL,1999,6022.0
BE,NL,2000,5755.0
BE,NL,2001,5599.0
BE,NL,2002,5357.0
BE,NL,2003,5348.0
BE,NL,2004,5303.0
BE,NL,2005,5584.0
BE,NL,2006,6149.0
BE,NL,2007,6881.0
BE,NL,2008,7874.0
BE,NL,2009,7222.0
BE,NL,2010,-3264.0
BE,NL,2011,-2542.0
BE,NL,2012,-2273.0
BE,NL,2013,-2444.0
BE,NL,2014,-2376.0
BE,NL,2015,-3513.0
BE,NL,2016,-2215.0
BE,NL,2017,-1173.0
BE,NL,2018,-1273.0
BE,NL,2019,-962.0
BE,NL,2020,8935.0
BE,NL,2021,8504.0
BE,NL,2022,-3266.0
BE,NL,2023,-1618.0
BE,NO,1998,220.0
BE,NO,1999,257.0
BE,NO,2000,212.0
BE,NO,2001,169.0
BE,NO,2002,198.0
BE,NO,2003,186.0
BE,NO,2004,191.0
BE,NO,2005,213.0
BE,NO,2006,200.0
BE,NO,2007,194.0
BE,NO,2008,233.0
BE,NO,2009,212.0
BE,NO,2010,59.0
BE,NO,2011,18.0
BE,NO,2012,-6.0
BE,NO,2013,-26.0
BE,NO,2014,43.0
BE,NO,2015,13.0
BE,NO,2016,-55.0
BE,NO,2017,-35.0
BE,NO,2018,9.0
BE,NO,2019,-2.0
BE,NO,2020,204.0
BE,NO,2021,275.0
BE,NO,2022,81.0
BE,NO,2023,1.0
BE,OTHER,2000,0.0
BE,OTHER,2001,0.0
BE,OTHER,2002,0.0
BE,OTHER,2004,4.0
BE,OTHER,2005,13.0
BE,OTHER,2006,25.0
BE,OTHER,2007,106.0
BE,OTHER,2008,0.0
BE,OTHER,2009,3.0
BE,OTHER,2010,-54690.0
BE,OTHER,2011,-62294.0
BE,OTHER,2012,-46626.0
BE,OTHER,2020,5.0
BE,OTHER,2021,7.0
BE,PL,2001,72.0
BE,PL,2002,61.0
BE,PL,2003,64.0
BE,PL,2004,70.0
BE,PL,2005,89.0
BE,PL,2006,106.0
BE,PL,2007,127.0
BE,RO,2013,-7022.0
BE,RO,2014,-8272.0
BE,RO,2015,-7465.0
BE,RO,2016,-7316.0
BE,RO,2017,-7484.0
BE,RO,2018,-8994.0
BE,RO,2021,5777.0
BE,RO,2022,-8198.0
BE,RO,2023,-251.0
BE,SE,1998,368.0
BE,SE,1999,430.0
BE,SE,2000,390.0
BE,SE,2001,521.0
BE,SE,2002,387.0
BE,SE,2003,399.0
BE,SE,2004,395.0
BE,SE,2005,375.0
BE,SE,2006,429.0
BE,SE,2007,423.0
BE,SE,2008,513.0
BE,SE,2009,495.0
BE,SE,2010,-33.0
BE,SE,2011,-44.0
BE,SE,2012,36.0
BE,SE,2013,129.0
BE,SE,2014,194.0
BE,SE,2015,-3.0
BE,SE,2016,176.0
BE,SE,2017,224.0
BE,SE,2018,48.0
BE,SE,2019,100.0
BE,SE,2020,442.0
BE,SE,2021,546.0
BE,SE,2022,-82.0
BE,SE,2023,-152.0
BE,SI,1998,6.0
BE,SI,1999,10.0
BE,SI,2000,12.0
BE,SI,2001,8.0
BE,SI,2002,13.0
BE,SI,2003,19.0
BE,SI,2004,8.0
BE,SI,2005,7.0
BE,SI,2006,23.0
BE,SI,2007,14.0
BE,SI,2008,76.0
BE,SI,2009,85.0
BE,SI,2010,-232.0
BE,SI,2011,0.0
BE,SI,2012,-107.0
BE,SI,2013,-115.0
BE,SI,2014,-82.0
BE,SI,2015,-146.0
BE,SI,2016,-136.0
BE,SI,2017,-82.0
BE,SI,2018,-144.0
BE,SI,2019,-77.0
BE,SI,2020,320.0
BE,SI,2021,112.0
BE,SI,2022,-133.0
BE,SI,2023,-53.0
BE,SK,1998,0.0
BE,SK,1999,8.0
BE,SK,2000,1.0
BE,SK,2001,5.0
BE,SK,2002,6.0
BE,SK,2003,2.0
BE,SK,2004,16.0
BE,SK,2005,38.0
BE,SK,2006,24.0
BE,SK,2008,58.0
BE,SK,2009,75.0
BE,SK,2010,-878.0
BE,SK,2011,-597.0
BE,SK,2012,-572.0
BE,SK,2013,-556.0
BE,SK,2014,-504.0
BE,SK,2015,-427.0
BE,SK,2016,-397.0
BE,SK,2017,-481.0
BE,SK,2018,-398.0
BE,SK,2019,-569.0
BE,SK,2020,37.0
BE,SK,2021,41.0
BE,SK,2022,-481.0
BE,SK,2023,-552.0
BE,UK,1998,4274.0
BE,UK,1999,6595.0
BE,UK,2000,5044.0
BE,UK,2001,1170.0
BE,UK,2002,2263.0
BE,UK,2003,6897.0
BE,UK,2004,967.0
BE,UK,2005,1821.0
BG,AT,1998,695.0
BG,AT,1999,651.0
BG,AT,2000,732.0
BG,AT,2001,931.0
BG,AT,2002,1358.0
BG,AT,2003,1614.0
BG,AT,2004,1607.0
BG,AT,2005,1393.0
BG,AT,2006,1215.0
BG,AT,2007,1439.0
BG,AT,2008,1631.0
BG,AT,2011,2063.0
BG,AT,2012,2090.0
BG,AT,2014,3658.0
BG,AT,2015,3609.0
BG,AT,2016,3299.0
BG,AT,2017,3249.0
BG,AT,2018,3326.0
BG,AT,2019,3621.0
BG,AT,2020,2472.0
BG,AT,2021,2492.0
BG,AT,2022,3100.0
BG,AT,2023,2811.0
BG,BE,2010,3582.0
BG,BE,2011,3777.0
BG,BE,2012,3841.0
BG,BE,2013,3319.0
BG,BE,2014,4085.0
BG,BE,2015,3559.0
BG,BE,2016,3232.0
BG,BE,2017,3347.0
BG,BE,2018,3367.0
BG,BE,2019,4248.0
BG,BE,2022,3725.0
BG,BE,2023,2821.0
BG,CH,2011,472.0
BG,CH,2012,531.0
BG,CH,2013,569.0
BG,CH,2014,476.0
BG,CH,2015,487.0
BG,CH,2016,1054.0
BG,CH,2017,842.0
BG,CH,2018,539.0
BG,CH,2019,901.0
BG,CH,2020,1065.0
BG,CZ,2002,729.0
BG,CZ,2003,646.0
BG,CZ,2004,662.0
BG,CZ,2005,844.0
BG,CZ,2006,821.0
BG,CZ,2007,1102.0
BG,CZ,2021,728.0
BG,CZ,2022,719.0
BG,CZ,2023,760.0
BG,DE,1998,5336.0
BG,DE,1999,8199.0
BG,DE,2000,10461.0
BG,DE,2002,13230.0
BG,DE,2004,11584.0
BG,DE,2005,9022.0
BG,DE,2006,7655.0
BG,DE,2007,20670.0
BG,DE,2008,23834.0
BG,DE,2014,39083.0
BG,DE,2015,45499.0
BG,DE,2016,42436.0
BG,DE,2017,38262.0
BG,DE,2018,35663.0
BG,DE,2019,35427.0
BG,DE,2020,33386.0
BG,DE,2021,31172.0
BG,DE,2022,29245.0
BG,DE,2023,24123.0
BG,DK,1998,84.0
BG,DK,1999,107.0
BG,DK,2000,129.0
BG,DK,2001,129.0
BG,DK,2002,145.0
BG,DK,2003,130.0
BG,DK,2004,138.0
BG,DK,2005,115.0
BG,DK,2006,103.0
BG,DK,2007,315.0
BG,DK,2008,698.0
BG,DK,2009,852.0
BG,DK,2010,932.0
BG,DK,2011,978.0
BG,DK,2012,1124.0
BG,DK,2013,1329.0
BG,DK,2014,1343.0
BG,DK,2015,1297.0
BG,DK,2016,1270.0
BG,DK,2017,1170.0
BG,DK,2018,1019.0
BG,DK,2019,1030.0
BG,DK,2020,860.0
BG,DK,2021,1348.0
BG,EE,2004,0.0
BG,EE,2005,1.0
BG,EE,2006,2.0
BG,EE,2007,16.0
BG,EE,2008,12.0
BG,EE,2009,8.0
BG,EE,2010,13.0
BG,EE,2011,7.0
BG,EE,2012,-8.0
BG,EE,2013,13.0
BG,EE,2014,16.0
BG,EE,2015,29.0
BG,EE,2016,64.0
BG,EE,2017,70.0
BG,EE,2018,56.0
BG,EE,2019,23.0
BG,EE,2020,33.0
BG,EE,2021,6.0
BG,EE,2022,15.0
BG,EE,2023,-41.0
BG,ES,1998,263.0
BG,ES,1999,701.0
