partner,geo,year,net_value
BG,ES,2000,6607.0
BG,ES,2001,11865.0
BG,ES,2002,16078.0
BG,ES,2004,18065.0
BG,ES,2005,15520.0
BG,ES,2006,17709.0
BG,ES,2007,26933.0
BG,ES,2008,10719.0
BG,ES,2009,7690.0
BG,ES,2010,8395.0
BG,ES,2011,9933.0
BG,ES,2012,5737.0
BG,ES,2013,4301.0
BG,ES,2014,3803.0
BG,ES,2015,3566.0
BG,ES,2016,4096.0
BG,ES,2017,4387.0
BG,ES,2018,3519.0
BG,ES,2019,3670.0
BG,ES,2020,903.0
BG,ES,2021,6120.0
BG,ES,2022,6732.0
BG,ES,2023,7004.0
BG,FI,1998,22.0
BG,FI,1999,24.0
BG,FI,2000,25.0
BG,FI,2001,39.0
BG,FI,2002,46.0
BG,FI,2003,27.0
BG,FI,2004,47.0
BG,FI,2005,38.0
BG,FI,2006,42.0
BG,FI,2007,127.0
BG,FI,2008,161.0
BG,FI,2009,121.0
BG,FI,2010,121.0
BG,FI,2011,194.0
BG,FI,2012,251.0
BG,FI,2013,251.0
BG,FI,2014,214.0
BG,FI,2015,376.0
BG,FI,2016,147.0
BG,FI,2017,153.0
BG,FI,2018,229.0
BG,FI,2019,119.0
BG,FI,2020,136.0
BG,FI,2021,114.0
BG,FI,2022,235.0
BG,FI,2023,125.0
BG,FR,2013,1296.0
BG,FR,2014,1300.0
BG,FR,2015,1135.0
BG,FR,2016,957.0
BG,FR,2017,844.0
BG,FR,2018,637.0
BG,FR,2019,945.0
BG,FR,2020,420.0
BG,FR,2021,-582.0
BG,FR,2022,-36.0
BG,FR,2023,255.0
BG,HR,1999,3.0
BG,HR,2001,4.0
BG,HR,2002,3.0
BG,HR,2003,0.0
BG,HR,2004,2.0
BG,HR,2006,3.0
BG,HR,2007,2.0
BG,HR,2008,18.0
BG,HR,2009,20.0
BG,HR,2010,30.0
BG,HR,2011,23.0
BG,HR,2012,10.0
BG,HR,2013,8.0
BG,HR,2014,22.0
BG,HR,2015,24.0
BG,HR,2016,30.0
BG,HR,2017,22.0
BG,HR,2018,17.0
BG,HR,2019,16.0
BG,HR,2020,10.0
BG,HR,2021,30.0
BG,HR,2022,77.0
BG,HR,2023,126.0
BG,HU,2021,33.0
BG,HU,2022,5.0
BG,IE,2006,86.0
BG,IE,2007,76.0
BG,IE,2008,86.0
BG,IE,2009,142.0
BG,IE,2010,139.0
BG,IS,1998,12.0
BG,IS,1999,10.0
BG,IS,2000,13.0
BG,IS,2001,11.0
BG,IS,2002,18.0
BG,IS,2007,9.0
BG,IS,2009,4.0
BG,IS,2010,0.0
BG,IS,2011,8.0
BG,IS,2012,21.0
BG,IS,2013,33.0
BG,IS,2014,60.0
BG,IS,2015,48.0
BG,IS,2016,81.0
BG,IS,2017,80.0
BG,IS,2018,89.0
BG,IS,2019,84.0
BG,IS,2020,63.0
BG,IS,2021,44.0
BG,IS,2022,78.0
BG,IS,2023,38.0
BG,IT,2008,8417.0
BG,IT,2009,6280.0
BG,IT,2010,5934.0
BG,IT,2011,5116.0
BG,IT,2012,4275.0
BG,IT,2013,3487.0
BG,IT,2014,2355.0
BG,IT,2015,2122.0
BG,IT,2016,2005.0
BG,IT,2017,1604.0
BG,IT,2018,1492.0
BG,IT,2019,1445.0
BG,IT,2020,260.0
BG,IT,2021,381.0
BG,IT,2022,494.0
BG,IT,2023,483.0
BG,LI,2008,1.0
BG,LI,2009,0.0
BG,LI,2010,0.0
BG,LI,2011,0.0
BG,LI,2012,1.0
BG,LI,2013,0.0
BG,LI,2014,2.0
BG,LI,2015,3.0
BG,LI,2016,0.0
BG,LI,2017,0.0
BG,LI,2018,0.0
BG,LI,2019,0.0
BG,LI,2020,0.0
BG,LI,2021,0.0
BG,LT,1998,8.0
BG,LT,1999,0.0
BG,LT,2000,0.0
BG,LT,2001,3.0
BG,LT,2002,5.0
BG,LT,2003,3.0
BG,LT,2004,50.0
BG,LT,2005,35.0
BG,LT,2006,21.0
BG,LT,2007,32.0
BG,LT,2008,11.0
BG,LT,2009,18.0
BG,LT,2010,25.0
BG,LT,2011,23.0
BG,LT,2012,4.0
BG,LT,2013,22.0
BG,LT,2014,7.0
BG,LT,2015,29.0
BG,LT,2016,14.0
BG,LT,2017,25.0
BG,LT,2018,14.0
BG,LT,2019,10.0
BG,LT,2020,13.0
BG,LT,2021,-44.0
BG,LT,2022,-71.0
BG,LT,2023,-28.0
BG,LU,2003,6.0
BG,LU,2004,4.0
BG,LU,2005,2.0
BG,LU,2006,1.0
BG,LU,2007,3.0
BG,LV,1998,3.0
BG,LV,1999,1.0
BG,NL,1998,238.0
BG,NL,1999,256.0
BG,NL,2000,277.0
BG,NL,2001,348.0
BG,NL,2002,440.0
BG,NL,2003,480.0
BG,NL,2004,418.0
BG,NL,2005,416.0
BG,NL,2006,451.0
BG,NL,2007,4833.0
BG,NL,2008,5148.0
BG,NL,2009,3072.0
BG,NL,2010,2964.0
BG,NL,2011,3263.0
BG,NL,2012,2676.0
BG,NL,2013,2475.0
BG,NL,2014,3243.0
BG,NL,2015,3164.0
BG,NL,2016,3213.0
BG,NL,2017,3937.0
BG,NL,2018,4485.0
BG,NL,2019,5804.0
BG,NL,2020,5680.0
BG,NL,2021,6658.0
BG,NL,2022,7619.0
BG,NL,2023,7269.0
BG,NO,1998,84.0
BG,NO,1999,80.0
BG,NO,2000,98.0
BG,NO,2001,107.0
BG,NO,2002,126.0
BG,NO,2003,112.0
BG,NO,2004,108.0
BG,NO,2005,117.0
BG,NO,2006,89.0
BG,NO,2007,196.0
BG,NO,2008,394.0
BG,NO,2009,357.0
BG,NO,2010,619.0
BG,NO,2011,695.0
BG,NO,2012,877.0
BG,NO,2013,1062.0
BG,NO,2014,848.0
BG,NO,2015,813.0
BG,NO,2016,577.0
BG,NO,2017,522.0
BG,NO,2018,382.0
BG,NO,2019,360.0
BG,NO,2020,233.0
BG,NO,2021,401.0
BG,NO,2022,431.0
BG,NO,2023,481.0
BG,OTHER,2000,6.0
BG,OTHER,2001,6.0
BG,OTHER,2002,123.0
BG,OTHER,2004,109.0
BG,OTHER,2005,220.0
BG,OTHER,2006,284.0
BG,OTHER,2007,-988.0
BG,OTHER,2008,36.0
BG,OTHER,2009,22.0
BG,OTHER,2010,39.0
BG,OTHER,2011,55.0
BG,OTHER,2012,-7580.0
BG,OTHER,2020,-20664.0
BG,OTHER,2021,-20216.0
BG,PL,2001,39.0
BG,PL,2002,21.0
BG,PL,2003,22.0
BG,PL,2004,57.0
BG,PL,2005,59.0
BG,PL,2006,23.0
BG,PL,2007,22.0
BG,RO,2013,26.0
BG,RO,2014,63.0
BG,RO,2015,299.0
BG,RO,2016,24.0
BG,RO,2017,544.0
BG,RO,2018,431.0
BG,RO,2021,-35.0
BG,RO,2022,-112.0
BG,RO,2023,-237.0
BG,SE,1998,154.0
BG,SE,1999,122.0
BG,SE,2000,121.0
BG,SE,2001,139.0
BG,SE,2002,168.0
BG,SE,2003,156.0
BG,SE,2004,119.0
BG,SE,2005,101.0
BG,SE,2006,119.0
BG,SE,2007,1104.0
BG,SE,2008,894.0
BG,SE,2009,699.0
BG,SE,2010,585.0
BG,SE,2011,562.0
BG,SE,2012,646.0
BG,SE,2013,708.0
BG,SE,2014,759.0
BG,SE,2015,709.0
BG,SE,2016,608.0
BG,SE,2017,555.0
BG,SE,2018,487.0
BG,SE,2019,474.0
BG,SE,2020,322.0
BG,SE,2021,301.0
BG,SE,2022,560.0
BG,SE,2023,486.0
BG,SI,1998,1.0
BG,SI,1999,2.0
BG,SI,2000,0.0
BG,SI,2001,1.0
BG,SI,2002,2.0
BG,SI,2003,3.0
BG,SI,2004,3.0
BG,SI,2005,0.0
BG,SI,2006,0.0
BG,SI,2007,0.0
BG,SI,2008,444.0
BG,SI,2009,461.0
BG,SI,2010,534.0
BG,SI,2011,633.0
BG,SI,2012,626.0
BG,SI,2013,560.0
BG,SI,2014,655.0
BG,SI,2015,556.0
BG,SI,2016,612.0
BG,SI,2017,659.0
BG,SI,2018,535.0
BG,SI,2019,489.0
BG,SI,2020,258.0
BG,SI,2021,254.0
BG,SI,2022,226.0
BG,SI,2023,256.0
BG,SK,1998,56.0
BG,SK,1999,56.0
BG,SK,2000,27.0
BG,SK,2001,22.0
BG,SK,2002,37.0
BG,SK,2003,22.0
BG,SK,2004,27.0
BG,SK,2005,18.0
BG,SK,2006,17.0
BG,SK,2008,352.0
BG,SK,2009,126.0
BG,SK,2010,136.0
BG,SK,2011,210.0
BG,SK,2012,159.0
BG,SK,2013,40.0
BG,SK,2014,16.0
BG,SK,2015,121.0
BG,SK,2016,124.0
BG,SK,2017,61.0
BG,SK,2018,52.0
BG,SK,2019,22.0
BG,SK,2020,13.0
BG,SK,2021,-39.0
BG,SK,2022,-69.0
BG,SK,2023,-74.0
BG,UK,1998,653.0
BG,UK,1999,247.0
BG,UK,2000,0.0
BG,UK,2001,481.0
BG,UK,2002,2025.0
BG,UK,2003,3403.0
BG,UK,2004,1392.0
BG,UK,2005,1759.0
BG,UK,2014,8034.0
BG,UK,2016,7572.0
CH,AT,1998,1556.0
CH,AT,1999,1518.0
CH,AT,2000,1525.0
CH,AT,2001,1538.0
CH,AT,2002,651.0
CH,AT,2003,828.0
CH,AT,2004,955.0
CH,AT,2005,920.0
CH,AT,2006,1051.0
CH,AT,2007,1056.0
CH,AT,2008,1002.0
CH,AT,2011,-2061.0
CH,AT,2012,-2139.0
CH,AT,2014,-2278.0
CH,AT,2015,-2358.0
CH,AT,2016,-2153.0
CH,AT,2017,-2137.0
CH,AT,2018,-2048.0
CH,AT,2019,-2151.0
CH,AT,2020,-1975.0
CH,AT,2021,1203.0
CH,AT,2022,1292.0
CH,AT,2023,1180.0
CH,BE,2010,780.0
CH,BE,2011,-564.0
CH,BE,2012,-590.0
CH,BE,2013,-967.0
CH,BE,2014,-746.0
CH,BE,2015,-883.0
CH,BE,2016,-781.0
CH,BE,2017,-823.0
CH,BE,2018,-769.0
CH,BE,2019,-644.0
CH,BE,2022,586.0
CH,BE,2023,676.0
CH,BG,2007,1.0
CH,BG,2012,-531.0
CH,BG,2013,-569.0
CH,BG,2014,-476.0
CH,BG,2015,-487.0
CH,BG,2016,-1054.0
CH,BG,2017,-842.0
CH,BG,2018,-539.0
CH,BG,2019,-901.0
CH,BG,2020,-1065.0
CH,BG,2021,102.0
CH,BG,2022,113.0
CH,BG,2023,57.0
CH,CZ,2002,109.0
CH,CZ,2003,154.0
CH,CZ,2004,208.0
CH,CZ,2005,49.0
CH,CZ,2006,24.0
CH,CZ,2007,66.0
CH,CZ,2021,65.0
CH,CZ,2022,64.0
CH,CZ,2023,54.0
CH,DE,1998,7687.0
CH,DE,1999,7810.0
CH,DE,2000,8010.0
CH,DE,2002,8533.0
CH,DE,2004,9123.0
CH,DE,2005,9405.0
CH,DE,2006,10371.0
CH,DE,2007,11285.0
CH,DE,2008,12913.0
CH,DE,2014,-10659.0
CH,DE,2015,-9167.0
CH,DE,2016,-8634.0
CH,DE,2017,-8211.0
CH,DE,2018,-9439.0
CH,DE,2019,-9855.0
CH,DE,2020,-9683.0
CH,DE,2021,11239.0
CH,DE,2022,10080.0
CH,DE,2023,9858.0
CH,DK,1998,577.0
CH,DK,1999,561.0
CH,DK,2000,513.0
CH,DK,2001,568.0
CH,DK,2002,480.0
CH,DK,2003,461.0
CH,DK,2004,538.0
CH,DK,2005,500.0
CH,DK,2006,607.0
CH,DK,2007,551.0
CH,DK,2008,443.0
CH,DK,2009,354.0
CH,DK,2010,428.0
CH,DK,2011,-20.0
CH,DK,2012,41.0
CH,DK,2013,-51.0
CH,DK,2014,11.0
CH,DK,2015,-18.0
CH,DK,2016,66.0
CH,DK,2017,175.0
CH,DK,2018,52.0
CH,DK,2019,111.0
CH,DK,2020,83.0
CH,DK,2021,595.0
CH,EE,2004,4.0
CH,EE,2005,2.0
CH,EE,2006,10.0
CH,EE,2007,8.0
CH,EE,2008,4.0
CH,EE,2009,6.0
CH,EE,2010,9.0
CH,EE,2011,-105.0
CH,EE,2012,-101.0
CH,EE,2013,-59.0
CH,EE,2014,-108.0
CH,EE,2015,-50.0
CH,EE,2016,-66.0
CH,EE,2017,-35.0
CH,EE,2018,-14.0
CH,EE,2019,-37.0
CH,EE,2020,-33.0
CH,EE,2021,92.0
CH,EE,2022,72.0
CH,EE,2023,71.0
CH,ES,1998,4594.0
CH,ES,1999,4726.0
CH,ES,2000,4928.0
CH,ES,2001,3004.0
CH,ES,2002,3716.0
CH,ES,2004,4238.0
CH,ES,2005,4191.0
CH,ES,2006,4744.0
CH,ES,2007,5104.0
CH,ES,2008,2641.0
CH,ES,2009,2385.0
CH,ES,2010,2179.0
CH,ES,2011,-3126.0
CH,ES,2012,-4787.0
CH,ES,2013,-6777.0
CH,ES,2014,-4899.0
CH,ES,2015,-3722.0
CH,ES,2016,-2387.0
CH,ES,2017,-699.0
CH,ES,2018,-1029.0
CH,ES,2019,-899.0
CH,ES,2020,-1939.0
CH,ES,2021,7181.0
CH,ES,2022,6874.0
CH,ES,2023,7551.0
CH,FI,1998,124.0
CH,FI,1999,142.0
CH,FI,2000,112.0
CH,FI,2001,148.0
CH,FI,2002,139.0
CH,FI,2003,190.0
CH,FI,2004,217.0
CH,FI,2005,228.0
CH,FI,2006,210.0
CH,FI,2007,255.0
CH,FI,2008,217.0
CH,FI,2009,242.0
CH,FI,2010,238.0
CH,FI,2011,-127.0
CH,FI,2012,-111.0
CH,FI,2013,-212.0
CH,FI,2014,-208.0
CH,FI,2015,-152.0
CH,FI,2016,-202.0
CH,FI,2017,-152.0
CH,FI,2018,-134.0
CH,FI,2019,-53.0
CH,FI,2020,-47.0
CH,FI,2021,278.0
CH,FI,2022,303.0
CH,FI,2023,283.0
CH,HR,1999,361.0
CH,HR,2001,418.0
CH,HR,2002,365.0
CH,HR,2003,320.0
CH,HR,2004,394.0
CH,HR,2006,444.0
CH,HR,2007,310.0
CH,HR,2008,409.0
CH,HR,2009,260.0
CH,HR,2010,179.0
CH,HR,2011,-313.0
CH,HR,2012,-316.0
CH,HR,2013,-272.0
CH,HR,2014,-280.0
CH,HR,2015,-163.0
CH,HR,2016,-134.0
CH,HR,2017,-69.0
CH,HR,2018,-60.0
CH,HR,2019,3.0
CH,HR,2020,-26.0
CH,HR,2021,478.0
CH,HR,2022,465.0
CH,HR,2023,519.0
CH,IE,2006,420.0
CH,IE,2007,442.0
CH,IE,2008,289.0
CH,IE,2009,158.0
CH,IE,2010,199.0
CH,IS,1998,14.0
CH,IS,1999,7.0
CH,IS,2000,18.0
CH,IS,2001,23.0
CH,IS,2002,22.0
CH,IS,2007,33.0
CH,IS,2009,20.0
CH,IS,2010,14.0
CH,IS,2011,-13.0
CH,IS,2012,-30.0
CH,IS,2013,-59.0
CH,IS,2014,-29.0
CH,IS,2015,-3.0
CH,IS,2016,-32.0
CH,IS,2017,-10.0
CH,IS,2018,-24.0
CH,IS,2019,-48.0
CH,IS,2020,-36.0
CH,IS,2021,59.0
CH,IS,2022,39.0
CH,IS,2023,49.0
CH,IT,2008,3342.0
CH,IT,2009,3336.0
CH,IT,2010,3296.0
CH,IT,2011,-6723.0
CH,IT,2012,-9917.0
CH,IT,2013,-13674.0
CH,IT,2014,-14681.0
CH,IT,2015,-13947.0
CH,IT,2016,-13052.0
CH,IT,2017,-10055.0
CH,IT,2018,-9546.0
CH,IT,2019,-9395.0
CH,IT,2020,-8267.0
CH,IT,2021,5962.0
CH,IT,2022,6613.0
CH,IT,2023,5646.0
CH,LI,2008,258.0
CH,LI,2009,288.0
CH,LI,2010,255.0
CH,LI,2011,-8.0
CH,LI,2012,-8.0
CH,LI,2013,-12.0
CH,LI,2014,-6.0
CH,LI,2015,-18.0
CH,LI,2016,4.0
CH,LI,2017,60.0
CH,LI,2018,-3.0
CH,LI,2019,98.0
CH,LI,2020,42.0
CH,LI,2021,325.0
CH,LT,1998,1.0
CH,LT,1999,0.0
CH,LT,2000,11.0
CH,LT,2001,7.0
CH,LT,2002,6.0
CH,LT,2003,12.0
CH,LT,2004,19.0
CH,LT,2005,19.0
CH,LT,2006,19.0
CH,LT,2007,22.0
CH,LT,2008,19.0
CH,LT,2009,6.0
CH,LT,2010,13.0
CH,LT,2011,-148.0
CH,LT,2012,-133.0
CH,LT,2013,-100.0
CH,LT,2014,-108.0
CH,LT,2015,-140.0
CH,LT,2016,-169.0
CH,LT,2017,-207.0
CH,LT,2018,-221.0
CH,LT,2019,-152.0
CH,LT,2020,-92.0
CH,LT,2021,44.0
CH,LT,2022,67.0
CH,LT,2023,92.0
CH,LU,2003,30.0
CH,LU,2004,33.0
CH,LU,2005,20.0
CH,LU,2006,16.0
CH,LU,2007,16.0
CH,LV,1998,1.0
CH,LV,1999,4.0
CH,NL,1998,1152.0
CH,NL,1999,1058.0
CH,NL,2000,1018.0
CH,NL,2001,875.0
CH,NL,2002,802.0
CH,NL,2003,726.0
CH,NL,2004,709.0
CH,NL,2005,636.0
CH,NL,2006,850.0
CH,NL,2007,900.0
CH,NL,2008,944.0
CH,NL,2009,830.0
CH,NL,2010,958.0
CH,NL,2011,-360.0
CH,NL,2012,-296.0
CH,NL,2013,-523.0
CH,NL,2014,-501.0
CH,NL,2015,-404.0
CH,NL,2016,-132.0
CH,NL,2017,54.0
CH,NL,2018,-184.0
CH,NL,2019,74.0
CH,NL,2020,-76.0
CH,NL,2021,1669.0
CH,NL,2022,1559.0
CH,NL,2023,1613.0
CH,NO,1998,226.0
CH,NO,1999,219.0
CH,NO,2000,151.0
CH,NO,2001,153.0
CH,NO,2002,150.0
CH,NO,2003,203.0
CH,NO,2004,151.0
CH,NO,2005,184.0
CH,NO,2006,202.0
CH,NO,2007,232.0
CH,NO,2008,192.0
CH,NO,2009,189.0
CH,NO,2010,219.0
CH,NO,2011,-65.0
CH,NO,2012,-23.0
CH,NO,2013,-110.0
CH,NO,2014,-81.0
CH,NO,2015,-92.0
CH,NO,2016,-93.0
CH,NO,2017,-89.0
CH,NO,2018,-123.0
CH,NO,2019,-54.0
CH,NO,2020,-24.0
CH,NO,2021,257.0
CH,NO,2022,285.0
CH,NO,2023,258.0
CH,OTHER,2000,0.0
CH,OTHER,2001,1.0
CH,OTHER,2002,1.0
CH,OTHER,2004,4.0
CH,OTHER,2005,23.0
CH,OTHER,2006,26.0
CH,OTHER,2007,119.0
CH,OTHER,2008,0.0
CH,OTHER,2009,4.0
CH,OTHER,2010,10.0
CH,OTHER,2011,-39793.0
CH,OTHER,2012,-40687.0
CH,OTHER,2020,-40027.0
CH,OTHER,2021,36.0
CH,PL,2001,45.0
CH,PL,2002,41.0
CH,PL,2003,55.0
CH,PL,2004,48.0
CH,PL,2005,48.0
CH,PL,2006,39.0
CH,PL,2007,72.0
CH,RO,2013,-1237.0
CH,RO,2014,-849.0
CH,RO,2015,-163.0
CH,RO,2016,-1286.0
CH,RO,2017,-900.0
CH,RO,2018,-227.0
CH,RO,2021,1473.0
CH,RO,2022,1793.0
CH,RO,2023,3268.0
CH,SE,1998,465.0
CH,SE,1999,330.0
CH,SE,2000,383.0
CH,SE,2001,459.0
CH,SE,2002,412.0
CH,SE,2003,483.0
CH,SE,2004,386.0
CH,SE,2005,481.0
CH,SE,2006,483.0
CH,SE,2007,574.0
CH,SE,2008,638.0
CH,SE,2009,552.0
CH,SE,2010,580.0
CH,SE,2011,-177.0
CH,SE,2012,-171.0
CH,SE,2013,-435.0
CH,SE,2014,-210.0
CH,SE,2015,-172.0
CH,SE,2016,-83.0
CH,SE,2017,-189.0
CH,SE,2018,-289.0
CH,SE,2019,-264.0
CH,SE,2020,-416.0
CH,SE,2021,695.0
CH,SE,2022,655.0
CH,SE,2023,803.0
CH,SI,1998,20.0
CH,SI,1999,47.0
CH,SI,2000,50.0
CH,SI,2001,48.0
CH,SI,2002,73.0
CH,SI,2003,60.0
CH,SI,2004,58.0
CH,SI,2005,88.0
CH,SI,2006,54.0
CH,SI,2007,146.0
CH,SI,2008,132.0
CH,SI,2009,122.0
CH,SI,2010,102.0
CH,SI,2011,-215.0
CH,SI,2012,-265.0
CH,SI,2013,-268.0
CH,SI,2014,-600.0
CH,SI,2015,-666.0
CH,SI,2016,-574.0
CH,SI,2017,-463.0
CH,SI,2018,-390.0
CH,SI,2019,-399.0
CH,SI,2020,18.0
CH,SI,2021,285.0
CH,SI,2022,282.0
CH,SI,2023,262.0
CH,SK,1998,51.0
CH,SK,1999,30.0
CH,SK,2000,39.0
CH,SK,2001,37.0
CH,SK,2002,28.0
CH,SK,2003,47.0
CH,SK,2004,52.0
CH,SK,2005,72.0
CH,SK,2006,56.0
CH,SK,2008,87.0
CH,SK,2009,54.0
CH,SK,2010,55.0
CH,SK,2011,-1171.0
CH,SK,2012,-934.0
CH,SK,2013,-587.0
CH,SK,2014,-1313.0
CH,SK,2015,-1595.0
CH,SK,2016,-1312.0
CH,SK,2017,-1190.0
CH,SK,2018,-1330.0
CH,SK,2019,-1180.0
CH,SK,2020,-1077.0
CH,SK,2021,155.0
CH,SK,2022,135.0
CH,SK,2023,178.0
CH,UK,1998,2051.0
CH,UK,1999,836.0
CH,UK,2000,3234.0
CH,UK,2001,651.0
CH,UK,2002,6591.0
CH,UK,2003,783.0
CH,UK,2004,1142.0
CH,UK,2005,5361.0
CY,AT,1998,83.0
CY,AT,1999,53.0
CY,AT,2000,30.0
CY,AT,2001,38.0
CY,AT,2002,21.0
CY,AT,2003,19.0
CY,AT,2004,18.0
CY,AT,2005,26.0
CY,AT,2006,17.0
CY,AT,2007,28.0
CY,AT,2008,18.0
CY,AT,2011,30.0
CY,AT,2012,27.0
CY,AT,2014,46.0
CY,AT,2015,31.0
CY,AT,2016,43.0
CY,AT,2017,38.0
CY,AT,2018,40.0
CY,AT,2019,66.0
CY,AT,2020,89.0
CY,AT,2021,79.0
CY,AT,2022,101.0
CY,AT,2023,98.0
CY,BE,2010,69.0
CY,BE,2011,57.0
CY,BE,2012,88.0
CY,BE,2013,131.0
CY,BE,2014,87.0
CY,BE,2015,110.0
CY,BE,2016,98.0
CY,BE,2017,41.0
CY,BE,2018,81.0
CY,BE,2019,70.0
CY,BE,2022,133.0
CY,BE,2023,144.0
CY,BG,2007,16.0
CY,BG,2012,117.0
CY,BG,2013,114.0
CY,BG,2014,149.0
CY,BG,2015,247.0
CY,BG,2016,170.0
CY,BG,2017,236.0
CY,BG,2018,202.0
CY,BG,2019,244.0
CY,BG,2020,249.0
CY,BG,2021,318.0
CY,BG,2022,241.0
CY,BG,2023,247.0
CY,CH,2011,75.0
CY,CH,2012,77.0
CY,CH,2013,92.0
CY,CH,2014,104.0
CY,CH,2015,100.0
CY,CH,2016,71.0
CY,CH,2017,102.0
CY,CH,2018,87.0
CY,CH,2019,114.0
CY,CH,2020,114.0
CY,CZ,2002,12.0
CY,CZ,2003,35.0
CY,CZ,2004,12.0
CY,CZ,2005,2.0
CY,CZ,2006,2.0
CY,CZ,2007,13.0
CY,CZ,2021,23.0
CY,CZ,2022,27.0
CY,CZ,2023,24.0
CY,DE,1998,244.0
CY,DE,1999,246.0
CY,DE,2000,309.0
CY,DE,2001,279.0
CY,DE,2002,260.0
CY,DE,2004,257.0
CY,DE,2005,280.0
CY,DE,2006,269.0
CY,DE,2007,328.0
CY,DE,2008,300.0
CY,DE,2014,675.0
CY,DE,2015,653.0
CY,DE,2016,639.0
CY,DE,2017,627.0
CY,DE,2018,426.0
CY,DE,2019,442.0
CY,DE,2020,514.0
CY,DE,2021,539.0
CY,DE,2022,688.0
CY,DE,2023,815.0
CY,DK,1998,20.0
CY,DK,1999,33.0
CY,DK,2000,9.0
CY,DK,2001,19.0
CY,DK,2002,13.0
CY,DK,2003,33.0
CY,DK,2004,14.0
CY,DK,2005,21.0
CY,DK,2006,22.0
CY,DK,2007,33.0
CY,DK,2008,13.0
CY,DK,2009,28.0
CY,DK,2010,30.0
CY,DK,2011,31.0
CY,DK,2012,40.0
CY,DK,2013,87.0
CY,DK,2014,101.0
CY,DK,2015,89.0
CY,DK,2016,83.0
CY,DK,2017,61.0
CY,DK,2018,79.0
CY,DK,2019,91.0
CY,DK,2020,74.0
CY,DK,2021,99.0
CY,EE,2004,0.0
CY,EE,2005,0.0
CY,EE,2006,0.0
CY,EE,2007,5.0
CY,EE,2008,2.0
CY,EE,2009,6.0
CY,EE,2010,5.0
CY,EE,2011,6.0
CY,EE,2012,8.0
CY,EE,2013,18.0
CY,EE,2014,12.0
CY,EE,2015,10.0
CY,EE,2016,10.0
CY,EE,2017,5.0
CY,EE,2018,21.0
CY,EE,2019,13.0
CY,EE,2020,17.0
CY,EE,2021,28.0
CY,EE,2022,42.0
CY,EE,2023,25.0
CY,ES,1998,7.0
CY,ES,1999,3.0
CY,ES,2000,13.0
CY,ES,2001,10.0
CY,ES,2002,17.0
CY,ES,2004,20.0
CY,ES,2005,21.0
CY,ES,2006,38.0
CY,ES,2007,32.0
CY,FI,1998,17.0
CY,FI,1999,23.0
CY,FI,2000,20.0
CY,FI,2001,14.0
CY,FI,2002,26.0
CY,FI,2003,22.0
CY,FI,2004,24.0
CY,FI,2005,16.0
CY,FI,2006,20.0
CY,FI,2007,32.0
CY,FI,2008,31.0
CY,FI,2009,22.0
CY,FI,2010,31.0
CY,FI,2011,43.0
CY,FI,2012,46.0
CY,FI,2013,67.0
CY,FI,2014,40.0
CY,FI,2015,71.0
CY,FI,2016,30.0
CY,FI,2017,28.0
CY,FI,2018,41.0
CY,FI,2019,38.0
CY,FI,2020,35.0
CY,FI,2021,80.0
CY,FI,2022,65.0
CY,FI,2023,58.0
CY,FR,2013,175.0
CY,FR,2014,133.0
CY,FR,2015,169.0
CY,FR,2016,136.0
CY,FR,2017,131.0
CY,FR,2018,102.0
CY,FR,2019,25.0
CY,FR,2020,19.0
CY,FR,2021,166.0
CY,FR,2022,155.0
CY,FR,2023,453.0
CY,HR,1999,3.0
CY,HR,2001,0.0
CY,HR,2002,1.0
CY,HR,2003,1.0
CY,HR,2004,0.0
CY,HR,2006,0.0
CY,HR,2007,0.0
CY,HR,2008,1.0
CY,HR,2009,1.0
CY,HR,2010,1.0
CY,HR,2011,0.0
CY,HR,2012,0.0
CY,HR,2013,0.0
CY,HR,2014,1.0
CY,HR,2015,4.0
CY,HR,2016,7.0
CY,HR,2017,2.0
CY,HR,2018,5.0
CY,HR,2019,6.0
CY,HR,2020,7.0
CY,HR,2021,2.0
CY,HR,2022,9.0
CY,HR,2023,9.0
CY,HU,2021,94.0
CY,HU,2022,79.0
CY,IE,2006,180.0
CY,IE,2007,140.0
CY,IE,2008,91.0
CY,IE,2009,98.0
CY,IE,2010,100.0
CY,IS,1998,15.0
CY,IS,1999,5.0
CY,IS,2000,6.0
CY,IS,2002,2.0
CY,IS,2007,0.0
CY,IS,2009,3.0
CY,IS,2010,1.0
CY,IS,2011,0.0
CY,IS,2012,0.0
CY,IS,2013,4.0
CY,IS,2014,1.0
CY,IS,2015,1.0
CY,IS,2016,1.0
CY,IS,2017,5.0
CY,IS,2018,1.0
CY,IS,2019,2.0
CY,IS,2020,6.0
CY,IS,2021,12.0
CY,IS,2022,12.0
CY,IS,2023,6.0
CY,IT,2008,28.0
CY,IT,2009,34.0
CY,IT,2010,25.0
CY,IT,2011,33.0
CY,IT,2012,38.0
CY,IT,2013,34.0
CY,IT,2014,33.0
CY,IT,2015,35.0
CY,IT,2016,44.0
CY,IT,2017,50.0
CY,IT,2018,57.0
CY,IT,2019,58.0
CY,IT,2020,65.0
CY,IT,2021,91.0
CY,IT,2022,122.0
CY,IT,2023,113.0
CY,LI,2008,0.0
CY,LI,2009,0.0
CY,LI,2010,0.0
CY,LI,2011,0.0
CY,LI,2012,0.0
CY,LI,2013,0.0
CY,LI,2014,0.0
