partner,geo,year,age,value
AT,BE,2011,UNK,0.0
AT,BE,2011,Y10-14,15.0
AT,BE,2011,Y15-19,17.0
AT,BE,2011,Y15-64,279.0
AT,BE,2011,Y20-24,54.0
AT,BE,2011,Y25-29,87.0
AT,BE,2011,Y30-34,39.0
AT,BE,2011,Y35-39,28.0
AT,BE,2011,Y40-44,22.0
AT,BE,2011,Y45-49,16.0
AT,BE,2011,Y5-9,14.0
AT,BE,2011,Y50-54,9.0
AT,BE,2011,Y55-59,4.0
AT,BE,2011,Y60-64,3.0
AT,BE,2011,Y65-69,1.0
AT,BE,2011,Y70-74,0.0
AT,BE,2011,Y75-79,0.0
AT,BE,2011,Y80-84,0.0
AT,BE,2011,Y_GE65,1.0
AT,BE,2011,Y_GE85,0.0
AT,BE,2011,Y_LT15,57.0
AT,BE,2011,Y_LT5,28.0
AT,BE,2012,UNK,0.0
AT,BE,2012,Y10-14,9.0
AT,BE,2012,Y15-19,17.0
AT,BE,2012,Y15-64,272.0
AT,BE,2012,Y20-24,48.0
AT,BE,2012,Y25-29,68.0
AT,BE,2012,Y30-34,47.0
AT,BE,2012,Y35-39,30.0
AT,BE,2012,Y40-44,25.0
AT,BE,2012,Y45-49,18.0
AT,BE,2012,Y5-9,15.0
AT,BE,2012,Y50-54,8.0
AT,BE,2012,Y55-59,8.0
AT,BE,2012,Y60-64,3.0
AT,BE,2012,Y65-69,5.0
AT,BE,2012,Y70-74,0.0
AT,BE,2012,Y75-79,0.0
AT,BE,2012,Y80-84,0.0
AT,BE,2012,Y_GE65,5.0
AT,BE,2012,Y_GE85,0.0
AT,BE,2012,Y_LT15,54.0
AT,BE,2012,Y_LT5,30.0
AT,BE,2013,Y10-14,10.0
AT,BE,2013,Y15-19,24.0
AT,BE,2013,Y15-64,252.0
AT,BE,2013,Y20-24,38.0
AT,BE,2013,Y25-29,58.0
AT,BE,2013,Y30-34,43.0
AT,BE,2013,Y35-39,27.0
AT,BE,2013,Y40-44,29.0
AT,BE,2013,Y45-49,13.0
AT,BE,2013,Y5-9,17.0
AT,BE,2013,Y50-54,11.0
AT,BE,2013,Y55-59,8.0
AT,BE,2013,Y60-64,1.0
AT,BE,2013,Y65-69,4.0
AT,BE,2013,Y70-74,1.0
AT,BE,2013,Y75-79,1.0
AT,BE,2013,Y80-84,0.0
AT,BE,2013,Y85-89,0.0
AT,BE,2013,Y90-94,1.0
AT,BE,2013,Y95-99,0.0
AT,BE,2013,Y_GE100,0.0
AT,BE,2013,Y_GE65,7.0
AT,BE,2013,Y_GE85,1.0
AT,BE,2013,Y_LT15,61.0
AT,BE,2013,Y_LT5,34.0
AT,BE,2014,UNK,0.0
AT,BE,2014,Y10-14,8.0
AT,BE,2014,Y15-19,9.0
AT,BE,2014,Y15-64,257.0
AT,BE,2014,Y20-24,41.0
AT,BE,2014,Y25-29,65.0
AT,BE,2014,Y30-34,55.0
AT,BE,2014,Y35-39,26.0
AT,BE,2014,Y40-44,15.0
AT,BE,2014,Y45-49,12.0
AT,BE,2014,Y5-9,10.0
AT,BE,2014,Y50-54,19.0
AT,BE,2014,Y55-59,8.0
AT,BE,2014,Y60-64,7.0
AT,BE,2014,Y65-69,4.0
AT,BE,2014,Y70-74,0.0
AT,BE,2014,Y75-79,0.0
AT,BE,2014,Y80-84,2.0
AT,BE,2014,Y85-89,0.0
AT,BE,2014,Y90-94,0.0
AT,BE,2014,Y95-99,0.0
AT,BE,2014,Y_GE100,0.0
AT,BE,2014,Y_GE65,6.0
AT,BE,2014,Y_GE85,0.0
AT,BE,2014,Y_LT15,42.0
AT,BE,2014,Y_LT5,24.0
AT,BE,2015,Y10-14,7.0
AT,BE,2015,Y15-19,12.0
AT,BE,2015,Y15-64,283.0
AT,BE,2015,Y20-24,39.0
AT,BE,2015,Y25-29,84.0
AT,BE,2015,Y30-34,57.0
AT,BE,2015,Y35-39,23.0
AT,BE,2015,Y40-44,33.0
AT,BE,2015,Y45-49,13.0
AT,BE,2015,Y5-9,16.0
AT,BE,2015,Y50-54,12.0
AT,BE,2015,Y55-59,8.0
AT,BE,2015,Y60-64,2.0
AT,BE,2015,Y65-69,2.0
AT,BE,2015,Y70-74,0.0
AT,BE,2015,Y75-79,2.0
AT,BE,2015,Y80-84,2.0
AT,BE,2015,Y85-89,1.0
AT,BE,2015,Y90-94,0.0
AT,BE,2015,Y95-99,0.0
AT,BE,2015,Y_GE100,0.0
AT,BE,2015,Y_GE65,7.0
AT,BE,2015,Y_GE85,1.0
AT,BE,2015,Y_LT15,56.0
AT,BE,2015,Y_LT5,33.0
AT,BE,2016,UNK,0.0
AT,BE,2016,Y10-14,11.0
AT,BE,2016,Y15-19,10.0
AT,BE,2016,Y15-64,258.0
AT,BE,2016,Y20-24,27.0
AT,BE,2016,Y25-29,78.0
AT,BE,2016,Y30-34,50.0
AT,BE,2016,Y35-39,29.0
AT,BE,2016,Y40-44,30.0
AT,BE,2016,Y45-49,12.0
AT,BE,2016,Y5-9,14.0
AT,BE,2016,Y50-54,13.0
AT,BE,2016,Y55-59,6.0
AT,BE,2016,Y60-64,3.0
AT,BE,2016,Y65-69,1.0
AT,BE,2016,Y70-74,3.0
AT,BE,2016,Y75-79,3.0
AT,BE,2016,Y80-84,1.0
AT,BE,2016,Y85-89,0.0
AT,BE,2016,Y90-94,1.0
AT,BE,2016,Y95-99,0.0
AT,BE,2016,Y_GE100,0.0
AT,BE,2016,Y_GE65,9.0
AT,BE,2016,Y_GE85,1.0
AT,BE,2016,Y_LT15,52.0
AT,BE,2016,Y_LT5,27.0
AT,BE,2017,Y10-14,1.0
AT,BE,2017,Y15-19,9.0
AT,BE,2017,Y15-64,236.0
AT,BE,2017,Y20-24,42.0
AT,BE,2017,Y25-29,71.0
AT,BE,2017,Y30-34,50.0
AT,BE,2017,Y35-39,20.0
AT,BE,2017,Y40-44,14.0
AT,BE,2017,Y45-49,10.0
AT,BE,2017,Y5-9,7.0
AT,BE,2017,Y50-54,11.0
AT,BE,2017,Y55-59,4.0
AT,BE,2017,Y60-64,5.0
AT,BE,2017,Y65-69,0.0
AT,BE,2017,Y70-74,3.0
AT,BE,2017,Y75-79,0.0
AT,BE,2017,Y80-84,0.0
AT,BE,2017,Y85-89,1.0
AT,BE,2017,Y90-94,0.0
AT,BE,2017,Y95-99,1.0
AT,BE,2017,Y_GE100,0.0
AT,BE,2017,Y_GE65,5.0
AT,BE,2017,Y_GE85,2.0
AT,BE,2017,Y_LT15,32.0
AT,BE,2017,Y_LT5,24.0
AT,BE,2018,UNK,0.0
AT,BE,2018,Y10-14,11.0
AT,BE,2018,Y15-19,21.0
AT,BE,2018,Y15-64,311.0
AT,BE,2018,Y20-24,60.0
AT,BE,2018,Y25-29,83.0
AT,BE,2018,Y30-34,53.0
AT,BE,2018,Y35-39,43.0
AT,BE,2018,Y40-44,18.0
AT,BE,2018,Y45-49,13.0
AT,BE,2018,Y5-9,17.0
AT,BE,2018,Y50-54,9.0
AT,BE,2018,Y55-59,6.0
AT,BE,2018,Y60-64,5.0
AT,BE,2018,Y65-69,2.0
AT,BE,2018,Y70-74,3.0
AT,BE,2018,Y75-79,0.0
AT,BE,2018,Y80-84,0.0
AT,BE,2018,Y85-89,1.0
AT,BE,2018,Y90-94,0.0
AT,BE,2018,Y95-99,0.0
AT,BE,2018,Y_GE100,0.0
AT,BE,2018,Y_GE65,6.0
AT,BE,2018,Y_GE85,1.0
AT,BE,2018,Y_LT15,62.0
AT,BE,2018,Y_LT5,34.0
AT,BE,2019,UNK,0.0
AT,BE,2019,Y10-14,6.0
AT,BE,2019,Y15-19,10.0
AT,BE,2019,Y15-64,309.0
AT,BE,2019,Y20-24,40.0
AT,BE,2019,Y25-29,76.0
AT,BE,2019,Y30-34,62.0
AT,BE,2019,Y35-39,43.0
AT,BE,2019,Y40-44,16.0
AT,BE,2019,Y45-49,24.0
AT,BE,2019,Y5-9,16.0
AT,BE,2019,Y50-54,19.0
AT,BE,2019,Y55-59,15.0
AT,BE,2019,Y60-64,4.0
AT,BE,2019,Y65-69,1.0
AT,BE,2019,Y70-74,2.0
AT,BE,2019,Y75-79,0.0
AT,BE,2019,Y80-84,0.0
AT,BE,2019,Y85-89,1.0
AT,BE,2019,Y90-94,0.0
AT,BE,2019,Y95-99,0.0
AT,BE,2019,Y_GE100,0.0
AT,BE,2019,Y_GE65,4.0
AT,BE,2019,Y_GE85,1.0
AT,BE,2019,Y_LT15,60.0
AT,BE,2019,Y_LT5,38.0
AT,BE,2022,Y10-14,12.0
AT,BE,2022,Y15-19,23.0
AT,BE,2022,Y15-64,311.0
AT,BE,2022,Y20-24,47.0
AT,BE,2022,Y25-29,89.0
AT,BE,2022,Y30-34,54.0
AT,BE,2022,Y35-39,29.0
AT,BE,2022,Y40-44,15.0
AT,BE,2022,Y45-49,15.0
AT,BE,2022,Y5-9,13.0
AT,BE,2022,Y50-54,16.0
AT,BE,2022,Y55-59,13.0
AT,BE,2022,Y60-64,10.0
AT,BE,2022,Y65-69,4.0
AT,BE,2022,Y70-74,3.0
AT,BE,2022,Y75-79,1.0
AT,BE,2022,Y80-84,2.0
AT,BE,2022,Y85-89,0.0
AT,BE,2022,Y90-94,0.0
AT,BE,2022,Y95-99,0.0
AT,BE,2022,Y_GE100,0.0
AT,BE,2022,Y_GE65,10.0
AT,BE,2022,Y_GE85,0.0
AT,BE,2022,Y_LT15,60.0
AT,BE,2022,Y_LT5,35.0
AT,BE,2023,UNK,0.0
AT,BE,2023,Y10-14,12.0
AT,BE,2023,Y15-19,21.0
AT,BE,2023,Y15-64,398.0
AT,BE,2023,Y20-24,61.0
AT,BE,2023,Y25-29,117.0
AT,BE,2023,Y30-34,64.0
AT,BE,2023,Y35-39,36.0
AT,BE,2023,Y40-44,28.0
AT,BE,2023,Y45-49,31.0
AT,BE,2023,Y5-9,17.0
AT,BE,2023,Y50-54,18.0
AT,BE,2023,Y55-59,15.0
AT,BE,2023,Y60-64,7.0
AT,BE,2023,Y65-69,6.0
AT,BE,2023,Y70-74,1.0
AT,BE,2023,Y75-79,2.0
AT,BE,2023,Y80-84,1.0
AT,BE,2023,Y85-89,1.0
AT,BE,2023,Y90-94,0.0
AT,BE,2023,Y95-99,0.0
AT,BE,2023,Y_GE100,0.0
AT,BE,2023,Y_GE65,11.0
AT,BE,2023,Y_GE85,1.0
AT,BE,2023,Y_LT15,47.0
AT,BE,2023,Y_LT5,18.0
AT,BG,2007,Y10-14,0.0
AT,BG,2007,Y15-19,0.0
AT,BG,2007,Y20-24,0.0
AT,BG,2007,Y25-29,1.0
AT,BG,2007,Y30-34,1.0
AT,BG,2007,Y35-39,0.0
AT,BG,2007,Y40-44,0.0
AT,BG,2007,Y45-49,0.0
AT,BG,2007,Y5-9,0.0
AT,BG,2007,Y50-54,0.0
AT,BG,2007,Y55-59,2.0
AT,BG,2007,Y60-64,0.0
AT,BG,2007,Y65-69,0.0
AT,BG,2007,Y70-74,0.0
AT,BG,2007,Y75-79,0.0
AT,BG,2007,Y80-84,0.0
AT,BG,2007,Y_GE65,0.0
AT,BG,2007,Y_GE85,0.0
AT,BG,2007,Y_LT5,3.0
AT,BG,2012,UNK,0.0
AT,BG,2012,Y10-14,1.0
AT,BG,2012,Y15-19,2.0
AT,BG,2012,Y15-64,100.0
AT,BG,2012,Y20-24,3.0
AT,BG,2012,Y25-29,7.0
AT,BG,2012,Y30-34,11.0
AT,BG,2012,Y35-39,11.0
AT,BG,2012,Y40-44,15.0
AT,BG,2012,Y45-49,11.0
AT,BG,2012,Y5-9,4.0
AT,BG,2012,Y50-54,13.0
AT,BG,2012,Y55-59,18.0
AT,BG,2012,Y60-64,9.0
AT,BG,2012,Y65-69,5.0
AT,BG,2012,Y70-74,3.0
AT,BG,2012,Y75-79,2.0
AT,BG,2012,Y80-84,0.0
AT,BG,2012,Y_GE65,10.0
AT,BG,2012,Y_GE85,0.0
AT,BG,2012,Y_LT15,9.0
AT,BG,2012,Y_LT5,4.0
AT,BG,2013,Y10-14,1.0
AT,BG,2013,Y15-19,4.0
AT,BG,2013,Y15-64,52.0
AT,BG,2013,Y20-24,1.0
AT,BG,2013,Y25-29,4.0
AT,BG,2013,Y30-34,6.0
AT,BG,2013,Y35-39,5.0
AT,BG,2013,Y40-44,9.0
AT,BG,2013,Y45-49,8.0
AT,BG,2013,Y5-9,3.0
AT,BG,2013,Y50-54,9.0
AT,BG,2013,Y55-59,2.0
AT,BG,2013,Y60-64,4.0
AT,BG,2013,Y65-69,7.0
AT,BG,2013,Y70-74,2.0
AT,BG,2013,Y75-79,0.0
AT,BG,2013,Y80-84,0.0
AT,BG,2013,Y85-89,0.0
AT,BG,2013,Y90-94,0.0
AT,BG,2013,Y95-99,0.0
AT,BG,2013,Y_GE100,0.0
AT,BG,2013,Y_GE65,9.0
AT,BG,2013,Y_GE85,0.0
AT,BG,2013,Y_LT15,6.0
AT,BG,2013,Y_LT5,2.0
AT,BG,2014,UNK,0.0
AT,BG,2014,Y10-14,2.0
AT,BG,2014,Y15-19,5.0
AT,BG,2014,Y15-64,90.0
AT,BG,2014,Y20-24,7.0
AT,BG,2014,Y25-29,10.0
AT,BG,2014,Y30-34,13.0
AT,BG,2014,Y35-39,13.0
AT,BG,2014,Y40-44,14.0
AT,BG,2014,Y45-49,7.0
AT,BG,2014,Y5-9,4.0
AT,BG,2014,Y50-54,6.0
AT,BG,2014,Y55-59,8.0
AT,BG,2014,Y60-64,7.0
AT,BG,2014,Y65-69,5.0
AT,BG,2014,Y70-74,2.0
AT,BG,2014,Y75-79,0.0
AT,BG,2014,Y80-84,1.0
AT,BG,2014,Y85-89,0.0
AT,BG,2014,Y90-94,1.0
AT,BG,2014,Y95-99,0.0
AT,BG,2014,Y_GE100,0.0
AT,BG,2014,Y_GE65,9.0
AT,BG,2014,Y_GE85,1.0
AT,BG,2014,Y_LT15,11.0
AT,BG,2014,Y_LT5,5.0
AT,BG,2015,Y10-14,3.0
AT,BG,2015,Y15-19,4.0
AT,BG,2015,Y15-64,113.0
AT,BG,2015,Y20-24,16.0
AT,BG,2015,Y25-29,16.0
AT,BG,2015,Y30-34,15.0
AT,BG,2015,Y35-39,17.0
AT,BG,2015,Y40-44,10.0
AT,BG,2015,Y45-49,15.0
AT,BG,2015,Y5-9,3.0
AT,BG,2015,Y50-54,7.0
AT,BG,2015,Y55-59,8.0
AT,BG,2015,Y60-64,5.0
AT,BG,2015,Y65-69,5.0
AT,BG,2015,Y70-74,2.0
AT,BG,2015,Y75-79,2.0
AT,BG,2015,Y80-84,2.0
AT,BG,2015,Y85-89,0.0
AT,BG,2015,Y90-94,0.0
AT,BG,2015,Y95-99,0.0
AT,BG,2015,Y_GE100,0.0
AT,BG,2015,Y_GE65,11.0
AT,BG,2015,Y_GE85,0.0
AT,BG,2015,Y_LT15,10.0
AT,BG,2015,Y_LT5,4.0
AT,BG,2016,UNK,0.0
AT,BG,2016,Y10-14,2.0
AT,BG,2016,Y15-19,5.0
AT,BG,2016,Y15-64,134.0
AT,BG,2016,Y20-24,15.0
AT,BG,2016,Y25-29,17.0
AT,BG,2016,Y30-34,17.0
AT,BG,2016,Y35-39,17.0
AT,BG,2016,Y40-44,15.0
AT,BG,2016,Y45-49,13.0
AT,BG,2016,Y5-9,3.0
AT,BG,2016,Y50-54,7.0
AT,BG,2016,Y55-59,8.0
AT,BG,2016,Y60-64,20.0
AT,BG,2016,Y65-69,2.0
AT,BG,2016,Y70-74,4.0
AT,BG,2016,Y75-79,1.0
AT,BG,2016,Y80-84,0.0
AT,BG,2016,Y85-89,0.0
AT,BG,2016,Y90-94,0.0
AT,BG,2016,Y95-99,0.0
AT,BG,2016,Y_GE100,0.0
AT,BG,2016,Y_GE65,7.0
AT,BG,2016,Y_GE85,0.0
AT,BG,2016,Y_LT15,14.0
AT,BG,2016,Y_LT5,9.0
AT,BG,2017,Y10-14,2.0
AT,BG,2017,Y15-19,10.0
AT,BG,2017,Y15-64,124.0
AT,BG,2017,Y20-24,8.0
AT,BG,2017,Y25-29,19.0
AT,BG,2017,Y30-34,20.0
AT,BG,2017,Y35-39,20.0
AT,BG,2017,Y40-44,17.0
AT,BG,2017,Y45-49,9.0
AT,BG,2017,Y5-9,4.0
AT,BG,2017,Y50-54,11.0
AT,BG,2017,Y55-59,3.0
AT,BG,2017,Y60-64,7.0
AT,BG,2017,Y65-69,8.0
AT,BG,2017,Y70-74,3.0
AT,BG,2017,Y75-79,3.0
AT,BG,2017,Y80-84,0.0
AT,BG,2017,Y85-89,0.0
AT,BG,2017,Y90-94,1.0
AT,BG,2017,Y95-99,0.0
AT,BG,2017,Y_GE100,0.0
AT,BG,2017,Y_GE65,15.0
AT,BG,2017,Y_GE85,1.0
AT,BG,2017,Y_LT15,18.0
AT,BG,2017,Y_LT5,12.0
AT,BG,2018,UNK,0.0
AT,BG,2018,Y10-14,4.0
AT,BG,2018,Y15-19,12.0
AT,BG,2018,Y15-64,147.0
AT,BG,2018,Y20-24,15.0
AT,BG,2018,Y25-29,26.0
AT,BG,2018,Y30-34,26.0
AT,BG,2018,Y35-39,14.0
AT,BG,2018,Y40-44,18.0
AT,BG,2018,Y45-49,11.0
AT,BG,2018,Y5-9,8.0
AT,BG,2018,Y50-54,13.0
AT,BG,2018,Y55-59,7.0
AT,BG,2018,Y60-64,5.0
AT,BG,2018,Y65-69,8.0
AT,BG,2018,Y70-74,8.0
AT,BG,2018,Y75-79,2.0
AT,BG,2018,Y80-84,0.0
AT,BG,2018,Y85-89,0.0
AT,BG,2018,Y90-94,0.0
AT,BG,2018,Y95-99,0.0
AT,BG,2018,Y_GE100,0.0
AT,BG,2018,Y_GE65,18.0
AT,BG,2018,Y_GE85,0.0
AT,BG,2018,Y_LT15,34.0
AT,BG,2018,Y_LT5,22.0
AT,BG,2019,UNK,0.0
AT,BG,2019,Y10-14,6.0
AT,BG,2019,Y15-19,11.0
AT,BG,2019,Y15-64,205.0
AT,BG,2019,Y20-24,25.0
AT,BG,2019,Y25-29,40.0
AT,BG,2019,Y30-34,27.0
AT,BG,2019,Y35-39,12.0
AT,BG,2019,Y40-44,25.0
AT,BG,2019,Y45-49,17.0
AT,BG,2019,Y5-9,13.0
AT,BG,2019,Y50-54,17.0
AT,BG,2019,Y55-59,11.0
AT,BG,2019,Y60-64,20.0
AT,BG,2019,Y65-69,16.0
AT,BG,2019,Y70-74,12.0
AT,BG,2019,Y75-79,4.0
AT,BG,2019,Y80-84,2.0
AT,BG,2019,Y85-89,0.0
AT,BG,2019,Y90-94,0.0
AT,BG,2019,Y95-99,0.0
AT,BG,2019,Y_GE100,0.0
AT,BG,2019,Y_GE65,34.0
AT,BG,2019,Y_GE85,0.0
AT,BG,2019,Y_LT15,37.0
AT,BG,2019,Y_LT5,18.0
AT,BG,2020,UNK,0.0
AT,BG,2020,Y10-14,14.0
AT,BG,2020,Y15-19,22.0
AT,BG,2020,Y15-64,504.0
AT,BG,2020,Y20-24,54.0
AT,BG,2020,Y25-29,71.0
AT,BG,2020,Y30-34,73.0
AT,BG,2020,Y35-39,61.0
AT,BG,2020,Y40-44,67.0
AT,BG,2020,Y45-49,56.0
AT,BG,2020,Y5-9,14.0
AT,BG,2020,Y50-54,34.0
AT,BG,2020,Y55-59,30.0
AT,BG,2020,Y60-64,36.0
AT,BG,2020,Y65-69,23.0
AT,BG,2020,Y70-74,18.0
AT,BG,2020,Y75-79,12.0
AT,BG,2020,Y80-84,6.0
AT,BG,2020,Y85-89,0.0
AT,BG,2020,Y90-94,1.0
AT,BG,2020,Y95-99,0.0
AT,BG,2020,Y_GE100,0.0
AT,BG,2020,Y_GE65,60.0
AT,BG,2020,Y_GE85,1.0
AT,BG,2020,Y_LT15,51.0
AT,BG,2020,Y_LT5,23.0
AT,BG,2021,Y10-14,14.0
AT,BG,2021,Y15-19,30.0
AT,BG,2021,Y15-64,467.0
AT,BG,2021,Y20-24,37.0
AT,BG,2021,Y25-29,53.0
AT,BG,2021,Y30-34,75.0
AT,BG,2021,Y35-39,55.0
AT,BG,2021,Y40-44,52.0
AT,BG,2021,Y45-49,52.0
AT,BG,2021,Y5-9,21.0
AT,BG,2021,Y50-54,37.0
AT,BG,2021,Y55-59,38.0
AT,BG,2021,Y60-64,38.0
AT,BG,2021,Y65-69,30.0
AT,BG,2021,Y70-74,16.0
AT,BG,2021,Y75-79,14.0
AT,BG,2021,Y80-84,5.0
AT,BG,2021,Y85-89,0.0
AT,BG,2021,Y90-94,0.0
AT,BG,2021,Y95-99,0.0
AT,BG,2021,Y_LT15,79.0
AT,BG,2021,Y_LT5,44.0
AT,BG,2022,Y10-14,8.0
AT,BG,2022,Y15-19,20.0
AT,BG,2022,Y15-64,386.0
AT,BG,2022,Y20-24,20.0
AT,BG,2022,Y25-29,58.0
AT,BG,2022,Y30-34,56.0
AT,BG,2022,Y35-39,46.0
AT,BG,2022,Y40-44,36.0
AT,BG,2022,Y45-49,44.0
AT,BG,2022,Y5-9,31.0
AT,BG,2022,Y50-54,48.0
AT,BG,2022,Y55-59,25.0
AT,BG,2022,Y60-64,33.0
AT,BG,2022,Y65-69,24.0
AT,BG,2022,Y70-74,17.0
AT,BG,2022,Y75-79,1.0
AT,BG,2022,Y80-84,5.0
AT,BG,2022,Y85-89,2.0
AT,BG,2022,Y90-94,0.0
AT,BG,2022,Y95-99,0.0
AT,BG,2022,Y_GE100,0.0
AT,BG,2022,Y_GE65,49.0
AT,BG,2022,Y_GE85,2.0
AT,BG,2022,Y_LT15,79.0
AT,BG,2022,Y_LT5,40.0
AT,BG,2023,UNK,0.0
AT,BG,2023,Y10-14,15.0
AT,BG,2023,Y15-19,9.0
AT,BG,2023,Y15-64,226.0
AT,BG,2023,Y20-24,15.0
AT,BG,2023,Y25-29,25.0
AT,BG,2023,Y30-34,28.0
AT,BG,2023,Y35-39,26.0
AT,BG,2023,Y40-44,18.0
AT,BG,2023,Y45-49,23.0
AT,BG,2023,Y5-9,14.0
AT,BG,2023,Y50-54,28.0
AT,BG,2023,Y55-59,25.0
AT,BG,2023,Y60-64,29.0
AT,BG,2023,Y65-69,22.0
AT,BG,2023,Y70-74,9.0
AT,BG,2023,Y75-79,5.0
AT,BG,2023,Y80-84,0.0
AT,BG,2023,Y85-89,4.0
AT,BG,2023,Y90-94,1.0
AT,BG,2023,Y95-99,0.0
AT,BG,2023,Y_GE100,0.0
AT,BG,2023,Y_GE65,41.0
AT,BG,2023,Y_GE85,5.0
AT,BG,2023,Y_LT15,52.0
AT,BG,2023,Y_LT5,23.0
AT,CH,2020,UNK,0.0
AT,CZ,2004,Y10-14,3.0
AT,CZ,2004,Y15-19,5.0
AT,CZ,2004,Y20-24,25.0
AT,CZ,2004,Y25-29,39.0
AT,CZ,2004,Y30-34,56.0
AT,CZ,2004,Y35-39,60.0
AT,CZ,2004,Y40-44,83.0
AT,CZ,2004,Y45-49,71.0
AT,CZ,2004,Y5-9,4.0
AT,CZ,2004,Y50-54,52.0
AT,CZ,2004,Y55-59,31.0
AT,CZ,2004,Y60-64,28.0
AT,CZ,2004,Y65-69,7.0
AT,CZ,2004,Y70-74,2.0
AT,CZ,2004,Y75-79,2.0
AT,CZ,2004,Y80-84,1.0
AT,CZ,2004,Y_GE65,12.0
AT,CZ,2004,Y_GE85,0.0
AT,CZ,2004,Y_LT15,14.0
AT,CZ,2004,Y_LT5,7.0
AT,CZ,2005,Y10-14,0.0
AT,CZ,2005,Y15-19,8.0
AT,CZ,2005,Y20-24,23.0
AT,CZ,2005,Y25-29,23.0
AT,CZ,2005,Y30-34,40.0
AT,CZ,2005,Y35-39,63.0
AT,CZ,2005,Y40-44,45.0
AT,CZ,2005,Y45-49,52.0
AT,CZ,2005,Y5-9,2.0
AT,CZ,2005,Y50-54,55.0
AT,CZ,2005,Y55-59,32.0
AT,CZ,2005,Y60-64,22.0
AT,CZ,2005,Y65-69,12.0
AT,CZ,2005,Y70-74,0.0
AT,CZ,2005,Y75-79,0.0
AT,CZ,2005,Y80-84,4.0
AT,CZ,2005,Y_GE65,17.0
AT,CZ,2005,Y_GE85,1.0
AT,CZ,2005,Y_LT15,4.0
AT,CZ,2005,Y_LT5,2.0
AT,CZ,2006,Y10-14,0.0
AT,CZ,2006,Y15-19,2.0
AT,CZ,2006,Y20-24,5.0
AT,CZ,2006,Y25-29,5.0
AT,CZ,2006,Y30-34,9.0
AT,CZ,2006,Y35-39,15.0
AT,CZ,2006,Y40-44,19.0
AT,CZ,2006,Y45-49,16.0
AT,CZ,2006,Y5-9,2.0
AT,CZ,2006,Y50-54,11.0
AT,CZ,2006,Y55-59,6.0
AT,CZ,2006,Y60-64,6.0
AT,CZ,2006,Y65-69,6.0
AT,CZ,2006,Y70-74,3.0
AT,CZ,2006,Y75-79,2.0
AT,CZ,2006,Y80-84,1.0
AT,CZ,2006,Y_GE65,14.0
AT,CZ,2006,Y_GE85,2.0
AT,CZ,2006,Y_LT15,3.0
AT,CZ,2006,Y_LT5,1.0
AT,CZ,2007,Y10-14,5.0
AT,CZ,2007,Y15-19,2.0
AT,CZ,2007,Y20-24,7.0
AT,CZ,2007,Y25-29,17.0
AT,CZ,2007,Y30-34,26.0
AT,CZ,2007,Y35-39,30.0
AT,CZ,2007,Y40-44,27.0
AT,CZ,2007,Y45-49,29.0
AT,CZ,2007,Y5-9,3.0
AT,CZ,2007,Y50-54,20.0
AT,CZ,2007,Y55-59,18.0
AT,CZ,2007,Y60-64,13.0
AT,CZ,2007,Y65-69,10.0
AT,CZ,2007,Y70-74,1.0
AT,CZ,2007,Y75-79,1.0
AT,CZ,2007,Y80-84,0.0
AT,CZ,2007,Y_GE65,12.0
AT,CZ,2007,Y_GE85,0.0
AT,CZ,2007,Y_LT5,3.0
AT,CZ,2023,UNK,0.0
AT,DE,2014,UNK,0.0
AT,DE,2014,Y10-14,290.0
AT,DE,2014,Y15-19,550.0
AT,DE,2014,Y15-64,10263.0
AT,DE,2014,Y20-24,1704.0
AT,DE,2014,Y25-29,2351.0
AT,DE,2014,Y30-34,1781.0
AT,DE,2014,Y35-39,1083.0
AT,DE,2014,Y40-44,817.0
AT,DE,2014,Y45-49,778.0
AT,DE,2014,Y5-9,417.0
AT,DE,2014,Y50-54,607.0
AT,DE,2014,Y55-59,351.0
AT,DE,2014,Y60-64,241.0
AT,DE,2014,Y65-69,173.0
AT,DE,2014,Y70-74,139.0
AT,DE,2014,Y75-79,79.0
AT,DE,2014,Y80-84,34.0
AT,DE,2014,Y85-89,16.0
AT,DE,2014,Y90-94,16.0
AT,DE,2014,Y95-99,2.0
AT,DE,2014,Y_LT15,1511.0
AT,DE,2014,Y_LT5,804.0
AT,DE,2015,UNK,0.0
AT,DE,2015,Y10-14,381.0
AT,DE,2015,Y15-19,790.0
AT,DE,2015,Y15-64,11739.0
AT,DE,2015,Y20-24,1878.0
AT,DE,2015,Y25-29,2626.0
AT,DE,2015,Y30-34,2096.0
AT,DE,2015,Y35-39,1280.0
AT,DE,2015,Y40-44,897.0
AT,DE,2015,Y45-49,877.0
AT,DE,2015,Y5-9,510.0
AT,DE,2015,Y50-54,686.0
AT,DE,2015,Y55-59,374.0
AT,DE,2015,Y60-64,235.0
AT,DE,2015,Y65-69,219.0
AT,DE,2015,Y70-74,106.0
AT,DE,2015,Y75-79,86.0
AT,DE,2015,Y80-84,42.0
AT,DE,2015,Y85-89,33.0
AT,DE,2015,Y90-94,12.0
AT,DE,2015,Y95-99,7.0
AT,DE,2015,Y_LT15,1744.0
AT,DE,2015,Y_LT5,853.0
AT,DE,2016,UNK,0.0
AT,DE,2016,Y10-14,331.0
AT,DE,2016,Y15-19,765.0
AT,DE,2016,Y15-64,11968.0
AT,DE,2016,Y20-24,2012.0
AT,DE,2016,Y25-29,2687.0
