investor,host,year,position_mio_eur,income_mio_eur
IE,GR,2022,69.4,-23.6
IE,GR,2023,61.4,22.5
IE,GR,2024,83.5,41.5
IE,HR,2013,,0.0
IE,HR,2014,,0.0
IE,HR,2015,,0.0
IE,HR,2016,,0.0
IE,HR,2017,,0.0
IE,HR,2018,,0.0
IE,HR,2020,,0.0
IE,HR,2021,,0.0
IE,HR,2022,7.3,3.0
IE,HR,2023,17.7,6.0
IE,HR,2024,32.1,6.0
IE,HU,2019,,5.7
IE,HU,2020,-30.6,
IE,HU,2021,-12.9,
IE,HU,2022,-10.5,-18.2
IE,HU,2023,-26.3,3.1
IE,HU,2024,36.3,-9.5
IE,IS,2013,0.3,0.0
IE,IS,2014,,0.0
IE,IS,2016,,0.0
IE,IS,2017,0.1,0.0
IE,IS,2018,0.0,
IE,IS,2019,,0.0
IE,IS,2020,,0.0
IE,IS,2021,,0.0
IE,IS,2022,0.2,0.0
IE,IS,2023,0.3,0.0
IE,IS,2024,0.2,0.0
IE,IT,2013,2224.4,54.2
IE,IT,2014,2635.1,44.3
IE,IT,2015,2725.1,-61.9
IE,IT,2016,1453.3,74.6
IE,IT,2017,2107.8,19.3
IE,IT,2018,1972.9,57.5
IE,IT,2019,2355.0,32.8
IE,IT,2020,1094.2,-44.5
IE,IT,2021,973.4,153.3
IE,IT,2022,1238.2,120.8
IE,IT,2023,1246.4,236.5
IE,IT,2024,4215.3,227.9
IE,LI,2013,0.0,0.0
IE,LI,2014,0.0,0.0
IE,LI,2015,0.0,0.0
IE,LI,2016,,0.0
IE,LI,2017,0.0,0.0
IE,LI,2018,0.0,0.0
IE,LI,2019,0.0,-0.1
IE,LI,2020,,0.0
IE,LI,2021,,0.0
IE,LI,2022,0.0,0.0
IE,LI,2023,0.0,0.0
IE,LI,2024,0.0,0.0
IE,LT,2013,0.1,0.0
IE,LT,2014,0.6,0.0
IE,LT,2015,1.8,0.0
IE,LT,2016,0.7,0.9
IE,LT,2017,1.0,-0.9
IE,LT,2018,14.4,0.7
IE,LT,2019,48.7,
IE,LT,2020,30.5,
IE,LT,2021,38.8,
IE,LT,2022,15.1,17.1
IE,LT,2023,16.8,
IE,LT,2024,4.3,
IE,LU,2013,5214.7,4668.6
IE,LU,2014,,5151.5
IE,LU,2015,,7732.8
IE,LU,2016,,9618.1
IE,LU,2017,,8932.9
IE,LU,2018,,9039.1
IE,LU,2019,,10952.4
IE,LU,2020,,10970.3
IE,LU,2021,,15983.9
IE,LU,2022,8309.4,12784.9
IE,LU,2023,2556.6,13380.7
IE,LU,2024,1874.3,13347.7
IE,LV,2013,,0.0
IE,LV,2014,0.3,0.0
IE,LV,2015,0.3,0.0
IE,LV,2016,0.1,0.0
IE,LV,2017,0.1,
IE,LV,2018,0.2,0.0
IE,LV,2019,,0.0
IE,LV,2020,,0.0
IE,LV,2021,,0.0
IE,LV,2022,7.1,2.0
IE,LV,2023,7.9,3.0
IE,LV,2024,3.9,3.0
IE,MT,2013,6.3,
IE,MT,2014,29.1,
IE,MT,2016,892.0,
IE,MT,2019,14.9,
IE,MT,2020,8.6,
IE,MT,2021,26.5,367.6
IE,MT,2022,11.6,
IE,MT,2023,18.2,-82.2
IE,MT,2024,4.9,-1231.9
IE,NL,2013,70171.7,1967.9
IE,NL,2014,69091.8,1972.5
IE,NL,2015,55116.2,2044.6
IE,NL,2016,86203.0,2970.8
IE,NL,2017,50606.6,3983.6
IE,NL,2018,156104.4,4857.6
IE,NL,2019,,4562.3
IE,NL,2020,,2092.3
IE,NL,2021,,3367.3
IE,NL,2022,60892.6,4437.2
IE,NL,2023,27979.6,3346.1
IE,NL,2024,29316.5,825.6
IE,NO,2013,499.1,
IE,NO,2015,386.3,
IE,NO,2016,898.1,0.9
IE,NO,2017,1060.8,1.8
IE,NO,2018,852.6,
IE,NO,2019,1652.4,-8.9
IE,NO,2020,1697.4,
IE,NO,2021,1810.0,
IE,NO,2022,2278.8,
IE,PL,2013,142.3,5.7
IE,PL,2014,138.2,4.8
IE,PL,2015,123.4,9.0
IE,PL,2016,132.9,4.0
IE,PL,2017,132.1,16.7
IE,PL,2018,155.8,5.8
IE,PL,2019,340.1,14.8
IE,PL,2020,365.5,13.9
IE,PL,2021,261.2,58.5
IE,PL,2022,228.6,67.3
IE,PL,2023,364.9,63.1
IE,PL,2024,510.9,174.8
IE,PT,2013,75.8,26.0
IE,PT,2015,1546.9,
IE,PT,2016,357.6,
IE,PT,2017,88.0,10.1
IE,PT,2019,104.3,16.0
IE,PT,2020,75.4,55.5
IE,PT,2021,,32.0
IE,PT,2022,77.1,155.5
IE,PT,2023,35.7,227.0
IE,PT,2024,33.4,195.5
IE,RO,2013,47.9,4.0
IE,RO,2014,34.0,
IE,RO,2015,35.8,
IE,RO,2016,34.5,20.9
IE,RO,2017,,11.5
IE,RO,2018,,5.2
IE,RO,2019,126.9,7.2
IE,RO,2020,70.2,26.2
IE,RO,2021,26.8,29.9
IE,RO,2022,15.8,65.5
IE,RO,2023,-47.6,70.9
IE,RO,2024,31.1,77.2
IE,SE,2013,313.7,-16.5
IE,SE,2014,915.5,30.2
IE,SE,2015,241.7,19.4
IE,SE,2016,470.1,93.6
IE,SE,2017,634.8,40.1
IE,SE,2018,2440.0,28.9
IE,SE,2019,2304.8,-106.7
IE,SE,2020,1627.2,39.4
IE,SE,2021,839.6,106.3
IE,SE,2022,1805.4,145.0
IE,SE,2023,1679.3,160.3
IE,SE,2024,840.4,153.5
IE,SI,2013,,0.0
IE,SI,2014,,0.0
IE,SI,2015,,0.0
IE,SI,2016,,0.0
IE,SI,2017,,0.0
IE,SI,2018,,0.0
IE,SI,2019,,0.0
IE,SI,2020,7.0,0.0
IE,SI,2021,,0.0
IE,SI,2022,6.4,0.0
IE,SI,2023,4.2,0.0
IE,SI,2024,3.6,0.0
IE,SK,2013,,0.0
IE,SK,2014,58.0,0.0
IE,SK,2017,84.8,
IE,SK,2020,12.0,
IE,SK,2021,12.4,
IE,SK,2023,6.1,
IE,SK,2024,5.3,-56.1
IE,UK,2013,,1084.0
IE,UK,2014,30454.8,1099.6
IE,UK,2015,52256.7,592.1
IE,UK,2016,42179.1,427.7
IE,UK,2017,36548.8,2001.8
IE,UK,2018,29302.1,2277.2
IE,UK,2019,36665.1,1907.8
IE,UK,2020,34874.2,2283.6
IE,UK,2021,25956.9,2953.2
IE,UK,2022,30690.1,3022.7
IE,UK,2023,24483.7,4879.5
IE,UK,2024,29068.1,3436.4
IS,AT,2013,0.0,0.0
IS,AT,2014,,0.0
IS,AT,2015,,0.0
IS,AT,2016,,0.0
IS,AT,2017,,0.0
IS,AT,2020,,0.0
IS,AT,2021,2.8,0.0
IS,AT,2022,0.0,0.0
IS,AT,2023,0.0,0.0
IS,AT,2024,0.0,0.4
IS,BE,2013,8.2,0.1
IS,BE,2014,,0.1
IS,BE,2015,,0.2
IS,BE,2016,,0.2
IS,BE,2017,,0.1
IS,BE,2020,,3.3
IS,BE,2021,0.2,0.8
IS,BE,2022,0.9,-2.8
IS,BE,2023,0.2,-2.8
IS,BE,2024,0.2,-2.8
IS,BG,2013,3.3,0.0
IS,BG,2014,,0.0
IS,BG,2015,,0.0
IS,BG,2016,,0.0
IS,BG,2017,,0.0
IS,BG,2020,,0.0
IS,BG,2021,0.0,0.0
IS,BG,2022,0.0,0.0
IS,BG,2023,0.0,0.0
IS,BG,2024,0.0,0.0
IS,CH,2013,89.1,5.6
IS,CH,2014,,4.9
IS,CH,2015,,5.2
IS,CH,2016,,7.0
IS,CH,2017,,0.2
IS,CH,2020,,-0.7
IS,CH,2021,307.7,-0.3
IS,CH,2022,254.9,-1.9
IS,CH,2023,317.8,0.4
IS,CH,2024,340.8,2.1
IS,CY,2013,0.0,0.0
IS,CY,2014,,0.9
IS,CY,2015,,1.0
IS,CY,2016,,17.0
IS,CY,2017,,-2.2
IS,CY,2020,,-1.6
IS,CY,2021,0.0,0.0
IS,CY,2022,0.0,0.0
IS,CY,2023,0.0,0.0
IS,CY,2024,0.0,0.0
IS,CZ,2013,1.4,0.0
IS,CZ,2014,,0.0
IS,CZ,2015,,0.0
IS,CZ,2016,,0.0
IS,CZ,2017,,0.0
IS,CZ,2020,,0.0
IS,CZ,2021,2.3,0.0
IS,CZ,2022,0.0,0.0
IS,CZ,2023,1.4,0.0
IS,CZ,2024,0.0,0.0
IS,DE,2013,30.8,2.2
IS,DE,2014,,3.1
IS,DE,2015,,3.0
IS,DE,2016,,23.6
IS,DE,2017,,15.1
IS,DE,2020,,3.0
IS,DE,2021,4.6,3.2
IS,DE,2022,2.6,-0.6
IS,DE,2023,1.4,-3.0
IS,DE,2024,1.7,-9.3
IS,DK,2013,57.5,-5.9
IS,DK,2014,,2.8
IS,DK,2015,,22.0
IS,DK,2016,,15.1
IS,DK,2017,,17.5
IS,DK,2020,,3.4
IS,DK,2021,6.4,7.6
IS,DK,2022,4.1,16.1
IS,DK,2023,3.9,1.4
IS,DK,2024,4.1,2.2
IS,EE,2013,0.0,2.3
IS,EE,2014,,0.5
IS,EE,2015,,0.6
IS,EE,2016,,2.2
IS,EE,2017,,5.0
IS,EE,2020,,1.2
IS,EE,2021,0.0,0.3
IS,EE,2022,0.0,1.5
IS,EE,2023,0.0,1.4
IS,EE,2024,0.0,1.3
IS,ES,2013,0.6,11.5
IS,ES,2014,,12.2
IS,ES,2015,,13.1
IS,ES,2016,,3.4
IS,ES,2017,,3.6
IS,ES,2020,,3.6
IS,ES,2021,0.8,10.8
IS,ES,2022,0.3,8.2
IS,ES,2023,0.3,5.4
IS,ES,2024,0.7,5.3
IS,FI,2013,0.0,9.3
IS,FI,2014,,1.5
IS,FI,2015,,0.1
IS,FI,2016,,-0.8
IS,FI,2017,,-1.1
IS,FI,2020,,2.4
IS,FI,2021,0.2,0.9
IS,FI,2022,0.0,0.1
IS,FI,2023,0.0,0.1
IS,FI,2024,0.0,0.1
IS,FR,2013,33.8,0.7
IS,FR,2014,,0.5
IS,FR,2015,,0.7
IS,FR,2016,,0.4
IS,FR,2017,,1.7
IS,FR,2020,,1.2
IS,FR,2021,0.2,1.0
IS,FR,2022,0.3,1.3
IS,FR,2023,0.3,2.1
IS,FR,2024,0.4,2.0
IS,GR,2013,0.0,0.0
IS,GR,2014,,-0.1
IS,GR,2015,,-0.1
IS,GR,2016,,0.0
IS,GR,2017,,0.0
IS,GR,2020,,0.0
IS,GR,2021,0.0,-0.1
IS,GR,2022,0.0,0.0
IS,GR,2023,0.0,0.0
IS,GR,2024,0.0,0.0
IS,HR,2013,0.0,0.0
IS,HR,2016,,0.0
IS,HR,2017,,0.0
IS,HR,2020,,0.0
IS,HR,2021,0.0,0.0
IS,HR,2022,0.7,0.0
IS,HR,2023,0.8,0.0
IS,HR,2024,2.4,0.0
IS,HU,2013,2.2,0.0
IS,HU,2014,,-0.7
IS,HU,2015,,-0.8
IS,HU,2016,,0.5
IS,HU,2017,,-0.5
IS,HU,2020,,0.0
IS,HU,2021,0.0,0.1
IS,HU,2022,0.0,0.3
IS,HU,2023,0.0,0.1
IS,HU,2024,0.0,0.1
IS,IE,2013,1.2,6.6
IS,IE,2014,,0.5
IS,IE,2015,,0.5
IS,IE,2016,,0.5
IS,IE,2017,,0.6
IS,IE,2020,,3.9
IS,IE,2021,1.0,4.1
IS,IE,2022,1.1,0.4
IS,IE,2023,1.1,6.0
IS,IE,2024,1.1,2.8
IS,IT,2013,6.5,0.0
IS,IT,2014,,0.0
IS,IT,2015,,0.0
IS,IT,2016,,0.0
IS,IT,2017,,0.0
IS,IT,2020,,0.0
IS,IT,2021,7.8,0.0
IS,IT,2022,8.4,0.0
IS,IT,2023,10.4,0.0
IS,IT,2024,10.4,0.0
IS,LI,2013,0.0,0.0
IS,LI,2020,,0.0
IS,LI,2021,0.0,0.0
IS,LI,2022,0.0,0.0
IS,LI,2023,0.0,0.0
IS,LI,2024,0.0,0.0
IS,LT,2013,2.3,1.5
IS,LT,2014,,1.6
IS,LT,2015,,1.7
IS,LT,2016,,2.1
IS,LT,2017,,1.1
IS,LT,2020,,1.2
IS,LT,2021,0.0,1.1
IS,LT,2022,6.5,0.1
IS,LT,2023,3.0,0.7
IS,LT,2024,3.1,1.0
IS,LU,2013,65.6,16.9
IS,LU,2014,,18.0
IS,LU,2015,,18.0
IS,LU,2016,,15.3
IS,LU,2017,,21.6
IS,LU,2020,,0.0
IS,LU,2021,157.4,0.0
IS,LU,2022,125.0,0.0
IS,LU,2023,71.5,0.0
IS,LU,2024,75.7,0.0
IS,LV,2013,0.0,1.3
IS,LV,2014,,6.0
IS,LV,2015,,6.5
IS,LV,2016,,4.0
IS,LV,2017,,7.4
IS,LV,2020,,-0.3
IS,LV,2021,0.1,0.0
IS,LV,2022,0.0,0.6
IS,LV,2023,0.0,1.9
IS,LV,2024,0.0,1.4
IS,MT,2013,230.3,0.0
IS,MT,2014,,0.0
IS,MT,2015,,0.0
IS,MT,2016,,0.0
IS,MT,2017,,0.0
IS,MT,2020,,0.0
IS,MT,2021,1.2,0.0
IS,MT,2022,405.4,0.0
IS,MT,2023,295.8,0.0
IS,MT,2024,456.0,0.0
IS,NL,2013,193.1,93.9
IS,NL,2014,,3.0
IS,NL,2015,,50.9
IS,NL,2016,,80.9
IS,NL,2017,,127.9
IS,NL,2020,,122.2
IS,NL,2021,48.4,137.5
IS,NL,2022,38.1,117.9
IS,NL,2023,253.2,80.3
IS,NL,2024,413.7,72.2
IS,NO,2013,86.1,22.8
IS,NO,2014,,8.4
IS,NO,2015,,-1.0
IS,NO,2016,,0.8
IS,NO,2017,,4.8
IS,NO,2020,,1.6
IS,NO,2021,91.4,7.0
IS,NO,2022,109.7,0.0
IS,NO,2023,67.4,14.5
IS,NO,2024,28.6,14.1
IS,PL,2013,0.0,1.0
IS,PL,2014,,0.0
IS,PL,2015,,0.0
IS,PL,2016,,0.0
IS,PL,2017,,0.0
IS,PL,2020,,0.1
IS,PL,2021,0.0,-0.6
IS,PL,2022,1.1,0.1
IS,PL,2023,2.2,0.3
IS,PL,2024,1.7,0.6
IS,PT,2013,0.0,0.0
IS,PT,2014,,0.0
IS,PT,2015,,0.0
IS,PT,2016,,0.0
IS,PT,2017,,0.0
IS,PT,2020,,0.1
IS,PT,2021,0.0,1.1
IS,PT,2022,0.0,1.0
IS,PT,2023,0.0,0.9
IS,PT,2024,0.0,1.0
IS,RO,2013,0.0,0.2
IS,RO,2014,,0.1
IS,RO,2015,,0.0
IS,RO,2016,,0.1
IS,RO,2017,,0.1
IS,RO,2020,,0.0
IS,RO,2021,0.0,0.0
IS,RO,2022,0.0,0.0
IS,RO,2023,0.0,0.0
IS,RO,2024,0.0,0.0
IS,SE,2013,27.3,7.5
IS,SE,2014,,11.8
IS,SE,2015,,7.3
IS,SE,2016,,-4.3
IS,SE,2017,,-9.1
IS,SE,2020,,15.1
IS,SE,2021,19.7,23.8
IS,SE,2022,28.9,7.4
IS,SE,2023,26.0,-5.5
IS,SE,2024,27.2,3.0
IS,SI,2013,0.0,0.0
IS,SI,2020,,0.0
IS,SI,2021,0.0,0.0
IS,SI,2022,0.0,0.0
IS,SI,2023,0.0,0.0
IS,SI,2024,0.0,0.0
IS,SK,2013,4.1,0.3
IS,SK,2014,,0.4
IS,SK,2015,,0.4
IS,SK,2016,,0.4
IS,SK,2017,,0.0
IS,SK,2020,,0.0
IS,SK,2021,0.0,0.0
IS,SK,2022,0.0,0.0
IS,SK,2023,0.0,0.0
IS,SK,2024,0.0,0.0
IS,UK,2013,140.2,40.0
IS,UK,2014,,34.2
IS,UK,2015,,94.2
IS,UK,2016,,145.4
IS,UK,2017,,53.9
IS,UK,2020,,24.1
IS,UK,2021,63.9,5.3
IS,UK,2022,19.7,-8.6
IS,UK,2023,33.5,16.9
IS,UK,2024,29.6,20.7
IT,AT,2013,262.8,21.8
IT,AT,2014,198.7,778.6
IT,AT,2015,248.1,668.6
IT,AT,2016,193.4,791.1
IT,AT,2017,199.5,822.2
IT,AT,2018,357.3,795.5
IT,AT,2019,486.2,999.9
IT,AT,2020,246.9,409.5
IT,AT,2021,306.1,452.9
IT,AT,2022,1055.8,1668.7
IT,AT,2023,746.1,1092.4
IT,AT,2024,818.0,1489.0
IT,BE,2013,1666.7,165.3
IT,BE,2014,1522.2,258.9
IT,BE,2015,2101.1,173.6
IT,BE,2016,2944.0,269.9
IT,BE,2017,3310.6,387.9
IT,BE,2018,3060.5,328.8
IT,BE,2019,3670.8,250.3
IT,BE,2020,3363.5,243.5
IT,BE,2021,5150.1,328.0
IT,BE,2022,6426.9,187.4
IT,BE,2023,4807.9,-229.7
IT,BE,2024,6930.8,-263.5
IT,BG,2013,2.4,185.5
IT,BG,2014,0.6,200.4
IT,BG,2015,3.2,201.9
IT,BG,2016,2.1,203.6
IT,BG,2017,1.0,210.2
IT,BG,2018,2.0,213.8
IT,BG,2019,3.9,289.0
IT,BG,2020,5.0,118.0
IT,BG,2021,3.6,130.8
IT,BG,2022,19.9,220.9
IT,BG,2023,13.6,385.8
IT,BG,2024,4.5,525.0
IT,CH,2013,4654.6,-955.1
IT,CH,2014,4625.2,143.2
IT,CH,2015,4372.4,122.2
IT,CH,2016,5472.6,262.3
IT,CH,2017,4762.5,208.6
IT,CH,2018,5143.7,522.5
IT,CH,2019,5736.1,450.7
IT,CH,2020,7277.2,521.9
IT,CH,2021,5782.2,766.3
IT,CH,2022,7434.5,1198.5
IT,CH,2023,4959.4,374.2
IT,CH,2024,6088.3,388.4
IT,CY,2013,3.9,-3.5
IT,CY,2014,47.4,-4.0
IT,CY,2015,4.1,-1.2
IT,CY,2016,3.3,-0.7
IT,CY,2017,5.3,-0.5
IT,CY,2018,580.1,0.4
IT,CY,2019,3.5,-0.4
IT,CY,2020,1.3,-0.4
IT,CY,2021,1.9,-0.2
IT,CY,2022,1.3,2.4
IT,CY,2023,1.2,22.3
IT,CY,2024,1.3,10.7
IT,CZ,2013,141.1,40.5
IT,CZ,2014,48.9,92.4
IT,CZ,2015,64.2,102.1
IT,CZ,2016,55.2,696.9
IT,CZ,2017,140.6,338.1
IT,CZ,2018,153.6,294.4
IT,CZ,2019,110.7,451.1
IT,CZ,2020,575.2,198.6
IT,CZ,2021,521.8,320.2
IT,CZ,2022,946.7,440.0
IT,CZ,2023,337.1,595.9
IT,CZ,2024,363.5,590.4
IT,DE,2013,6595.6,604.4
IT,DE,2014,5559.1,1614.5
IT,DE,2015,7324.0,1844.3
IT,DE,2016,5869.7,1651.7
IT,DE,2017,6489.0,1816.2
IT,DE,2018,6825.0,2221.1
IT,DE,2019,7977.0,3749.1
IT,DE,2020,5325.8,2648.1
IT,DE,2021,5994.0,3465.0
IT,DE,2022,6969.0,3173.1
IT,DE,2023,8810.6,2790.8
IT,DE,2024,9734.7,2958.7
IT,DK,2013,98.8,1.9
IT,DK,2014,75.5,15.8
IT,DK,2015,212.0,-3.0
IT,DK,2016,313.8,-10.5
IT,DK,2017,350.6,8.2
IT,DK,2018,492.4,13.0
IT,DK,2019,523.0,7.3
IT,DK,2020,408.5,25.6
IT,DK,2021,270.1,34.5
IT,DK,2022,514.0,-263.3
IT,DK,2023,521.9,471.3
IT,DK,2024,817.0,295.8
IT,EE,2013,15.7,0.8
IT,EE,2014,0.0,1.1
IT,EE,2015,1.1,0.8
IT,EE,2016,0.0,1.2
IT,EE,2017,0.0,0.8
IT,EE,2018,0.0,1.4
IT,EE,2019,0.4,1.1
IT,EE,2020,0.4,1.5
IT,EE,2021,0.1,1.4
IT,EE,2022,0.0,3.4
IT,EE,2023,0.0,21.0
IT,EE,2024,0.0,20.3
IT,ES,2013,1175.8,1812.7
IT,ES,2014,2057.9,536.0
IT,ES,2015,2048.2,1283.2
IT,ES,2016,1939.7,989.1
IT,ES,2017,2475.9,2376.8
IT,ES,2018,1614.2,2450.9
IT,ES,2019,1618.3,2801.3
IT,ES,2020,2036.8,1463.9
IT,ES,2021,792.1,3323.9
IT,ES,2022,1427.2,2381.6
IT,ES,2023,2705.0,3358.2
IT,ES,2024,2587.3,2622.9
IT,FI,2013,178.5,37.0
IT,FI,2014,147.7,111.2
IT,FI,2015,201.2,109.4
IT,FI,2016,223.5,154.5
IT,FI,2017,196.4,151.2
IT,FI,2018,404.5,62.1
IT,FI,2019,272.7,70.4
IT,FI,2020,428.5,-2.8
IT,FI,2021,774.1,-4.8
IT,FI,2022,578.9,115.2
IT,FI,2023,633.5,147.5
IT,FI,2024,470.5,184.3
IT,FR,2013,5699.8,331.9
IT,FR,2014,5412.2,523.0
IT,FR,2015,5980.8,278.6
IT,FR,2016,6674.5,1452.6
IT,FR,2017,7487.6,1148.4
IT,FR,2018,8442.2,1377.7
IT,FR,2019,9959.4,3746.3
IT,FR,2020,7763.0,3503.4
IT,FR,2021,11172.5,3261.6
IT,FR,2022,9464.4,1717.4
IT,FR,2023,11046.0,1938.4
IT,FR,2024,12564.4,918.9
IT,GR,2013,49.2,36.8
IT,GR,2014,56.5,45.6
IT,GR,2015,108.4,81.4
IT,GR,2016,68.3,60.6
IT,GR,2017,177.3,81.4
IT,GR,2018,87.1,66.7
IT,GR,2019,53.8,37.6
IT,GR,2020,68.6,32.4
IT,GR,2021,52.3,27.1
IT,GR,2022,96.8,258.2
IT,GR,2023,133.9,221.1
IT,GR,2024,158.5,289.2
IT,HR,2013,7.1,7.5
IT,HR,2014,35.7,25.4
IT,HR,2015,40.1,18.8
IT,HR,2016,10.8,84.0
IT,HR,2017,6.3,210.2
IT,HR,2018,14.9,205.6
IT,HR,2019,12.4,222.3
IT,HR,2020,40.3,71.7
IT,HR,2021,30.4,81.1
IT,HR,2022,67.4,285.0
IT,HR,2023,120.4,526.8
IT,HR,2024,37.5,546.2
IT,HU,2013,32.8,197.7
IT,HU,2014,25.5,79.3
IT,HU,2015,39.4,69.1
IT,HU,2016,43.6,77.4
IT,HU,2017,65.1,74.2
IT,HU,2018,50.8,127.2
IT,HU,2019,41.5,248.4
IT,HU,2020,65.5,212.2
IT,HU,2021,47.1,351.7
IT,HU,2022,52.5,449.6
IT,HU,2023,77.7,577.6
IT,HU,2024,648.0,287.8
IT,IE,2013,1656.5,837.4
IT,IE,2014,1961.6,1094.0
IT,IE,2015,1407.6,1492.9
IT,IE,2016,1230.7,1125.9
IT,IE,2017,638.5,1315.3
IT,IE,2018,566.5,1420.6
IT,IE,2019,1251.5,1432.2
IT,IE,2020,1783.5,1396.2
IT,IE,2021,2191.9,1845.6
IT,IE,2022,3800.8,1350.2
IT,IE,2023,3158.9,1356.9
IT,IE,2024,5454.9,1768.3
IT,IS,2013,0.0,-0.7
IT,IS,2014,0.0,-0.8
IT,IS,2015,41.7,-2.2
IT,IS,2016,25.2,-37.8
IT,IS,2017,0.0,1.1
IT,IS,2018,0.0,0.2
IT,IS,2019,0.0,-11.6
IT,IS,2020,93.8,0.0
IT,IS,2021,0.0,-6.4
IT,IS,2022,0.0,-7.7
IT,IS,2023,0.0,-9.9
IT,IS,2024,0.0,-5.0
IT,LI,2013,0.0,2.1
IT,LI,2014,0.0,2.5
IT,LI,2015,0.0,0.0
IT,LI,2016,0.0,-0.2
IT,LI,2017,0.0,-0.5
IT,LI,2018,2.3,0.0
IT,LI,2019,3.1,0.0
IT,LI,2020,1.8,0.0
IT,LI,2021,3.0,0.0
IT,LI,2022,4.2,0.0
IT,LI,2023,5.3,0.0
IT,LI,2024,5.9,0.0
IT,LT,2013,2.6,0.7
IT,LT,2014,0.8,0.4
IT,LT,2015,0.9,0.0
IT,LT,2016,2.5,1.4
IT,LT,2017,3.1,1.2
IT,LT,2018,0.4,1.4
IT,LT,2019,0.9,0.6
IT,LT,2020,1.1,1.9
IT,LT,2021,0.7,2.6
IT,LT,2022,1.6,4.9
IT,LT,2023,2.1,5.0
IT,LT,2024,4.0,3.8
IT,LU,2013,3221.7,843.9
IT,LU,2014,2654.8,1575.2
IT,LU,2015,2442.7,2196.2
IT,LU,2016,2785.4,1470.3
IT,LU,2017,2950.9,1160.5
IT,LU,2018,4735.8,1461.6
IT,LU,2019,4398.4,2091.4
IT,LU,2020,9105.4,1148.0
IT,LU,2021,9072.8,1592.2
IT,LU,2022,5617.7,2201.7
IT,LU,2023,6421.3,3723.8
IT,LU,2024,5274.3,3086.7
IT,LV,2013,4.9,-0.2
IT,LV,2014,10.0,-0.2
IT,LV,2015,5.3,-0.1
IT,LV,2016,0.0,0.4
IT,LV,2017,0.0,2.9
IT,LV,2018,0.2,3.6
IT,LV,2019,27.7,3.7
IT,LV,2020,64.0,1.3
IT,LV,2021,59.1,0.1
IT,LV,2022,69.8,14.0
IT,LV,2023,57.1,24.9
IT,LV,2024,40.9,18.0
IT,MT,2013,264.4,13.5
IT,MT,2014,502.0,28.2
IT,MT,2015,81.4,-44.3
IT,MT,2016,294.6,-9.4
IT,MT,2017,1.6,-23.0
IT,MT,2018,1.7,-33.9
IT,MT,2019,1.4,-31.0
IT,MT,2020,180.4,10.8
IT,MT,2021,7.2,48.6
IT,MT,2022,21.3,48.1
IT,MT,2023,13.2,-83.6
IT,MT,2024,299.4,-39.1
IT,NL,2013,4386.1,7103.3
IT,NL,2014,3719.8,4576.8
IT,NL,2015,3730.0,-1901.3
IT,NL,2016,5760.0,1695.3
IT,NL,2017,4075.5,3624.4
IT,NL,2018,5480.9,6647.0
IT,NL,2019,8243.9,4103.0
IT,NL,2020,7822.6,-480.7
IT,NL,2021,10159.1,2430.3
IT,NL,2022,12067.3,11328.4
IT,NL,2023,17438.2,5587.8
IT,NL,2024,15101.7,1379.1
IT,NO,2013,26.3,31.6
IT,NO,2014,257.7,91.3
IT,NO,2015,690.9,67.2
IT,NO,2016,26.5,-12.4
IT,NO,2017,122.3,39.1
IT,NO,2018,69.1,15.7
IT,NO,2019,87.4,33.0
IT,NO,2020,59.6,-84.1
IT,NO,2021,121.7,38.9
IT,NO,2022,117.6,20.6
IT,NO,2023,94.8,30.8
IT,NO,2024,38.7,139.0
IT,PL,2013,98.4,641.3
IT,PL,2014,168.5,903.8
IT,PL,2015,180.1,897.5
IT,PL,2016,182.6,1025.5
IT,PL,2017,165.5,705.5
IT,PL,2018,190.1,500.4
IT,PL,2019,148.6,547.5
IT,PL,2020,250.0,416.7
IT,PL,2021,302.9,763.3
IT,PL,2022,382.7,765.3
IT,PL,2023,406.2,1007.8
IT,PL,2024,492.0,1359.9
IT,PT,2013,37.7,44.2
IT,PT,2014,42.6,44.0
IT,PT,2015,37.3,84.4
IT,PT,2016,27.6,-9.9
IT,PT,2017,54.9,100.9
IT,PT,2018,70.1,108.8
IT,PT,2019,67.8,183.4
IT,PT,2020,80.9,201.0
IT,PT,2021,66.0,434.6
IT,PT,2022,122.2,187.9
IT,PT,2023,95.9,267.7
IT,PT,2024,142.9,281.1
IT,RO,2013,37.7,95.8
IT,RO,2014,77.0,159.1
IT,RO,2015,53.5,158.6
IT,RO,2016,90.4,244.6
IT,RO,2017,63.8,372.8
IT,RO,2018,157.2,303.7
IT,RO,2019,132.2,388.9
IT,RO,2020,167.9,561.1
IT,RO,2021,97.2,348.3
IT,RO,2022,198.1,393.8
IT,RO,2023,171.6,861.5
IT,RO,2024,281.1,824.0
IT,SE,2013,670.7,55.3
IT,SE,2014,787.2,94.6
IT,SE,2015,1225.8,183.1
IT,SE,2016,948.4,109.0
IT,SE,2017,478.5,57.4
IT,SE,2018,1065.3,90.8
IT,SE,2019,1005.7,146.1
IT,SE,2020,883.1,13.0
IT,SE,2021,1330.1,192.3
IT,SE,2022,1629.6,356.3
IT,SE,2023,1276.4,321.4
IT,SE,2024,1867.4,175.1
IT,SI,2013,1.7,47.8
IT,SI,2014,6.0,66.5
IT,SI,2015,8.6,69.0
IT,SI,2016,19.5,85.3
IT,SI,2017,4.7,103.2
