investor,host,year,position_mio_eur,income_mio_eur
EE,AT,2017,13.4,0.0
EE,AT,2018,18.8,0.1
EE,AT,2019,13.4,0.2
EE,AT,2020,11.6,0.7
EE,AT,2021,9.5,2.0
EE,AT,2022,14.3,0.5
EE,AT,2023,16.3,0.4
EE,AT,2024,10.6,0.5
EE,BE,2013,27.9,0.1
EE,BE,2014,32.0,0.1
EE,BE,2015,15.7,0.1
EE,BE,2016,30.4,0.5
EE,BE,2017,18.4,0.4
EE,BE,2018,18.6,2.2
EE,BE,2019,35.3,0.0
EE,BE,2020,40.2,0.1
EE,BE,2021,41.8,0.4
EE,BE,2022,60.8,0.6
EE,BE,2023,55.8,1.5
EE,BE,2024,95.4,1.1
EE,BG,2013,1.0,1.5
EE,BG,2014,0.9,2.0
EE,BG,2015,0.5,2.8
EE,BG,2016,0.3,0.8
EE,BG,2017,1.0,0.9
EE,BG,2018,1.0,1.6
EE,BG,2019,0.8,5.3
EE,BG,2020,1.5,3.7
EE,BG,2021,0.8,5.7
EE,BG,2022,6.9,5.5
EE,BG,2023,8.4,5.3
EE,BG,2024,7.6,6.0
EE,CH,2013,20.9,1.3
EE,CH,2014,15.9,-2.2
EE,CH,2015,40.1,0.2
EE,CH,2016,48.2,0.5
EE,CH,2017,33.1,7.0
EE,CH,2018,22.4,14.9
EE,CH,2019,37.1,20.1
EE,CH,2020,42.7,11.9
EE,CH,2021,44.4,8.5
EE,CH,2022,42.1,2.8
EE,CH,2023,516.7,20.6
EE,CH,2024,580.7,16.0
EE,CY,2013,12.3,145.5
EE,CY,2014,24.4,131.9
EE,CY,2015,19.0,84.4
EE,CY,2016,120.6,97.3
EE,CY,2017,15.9,85.7
EE,CY,2018,4.2,78.5
EE,CY,2019,3.6,60.4
EE,CY,2020,17.8,41.7
EE,CY,2021,2.3,51.0
EE,CY,2022,5.2,62.8
EE,CY,2023,6.0,64.7
EE,CY,2024,5.9,81.9
EE,CZ,2013,4.6,0.3
EE,CZ,2014,4.1,0.3
EE,CZ,2015,4.0,0.2
EE,CZ,2016,4.0,0.5
EE,CZ,2017,3.7,0.2
EE,CZ,2018,,1.0
EE,CZ,2019,,0.6
EE,CZ,2020,,2.0
EE,CZ,2021,16.6,1.9
EE,CZ,2022,22.5,1.8
EE,CZ,2023,22.4,-0.5
EE,CZ,2024,21.2,2.7
EE,DE,2013,197.4,5.8
EE,DE,2014,218.5,5.5
EE,DE,2015,175.7,0.4
EE,DE,2016,190.1,1.6
EE,DE,2017,115.5,0.6
EE,DE,2018,80.5,-9.1
EE,DE,2019,77.3,-7.1
EE,DE,2020,121.7,-4.0
EE,DE,2021,5252.2,-5.3
EE,DE,2022,5008.7,0.2
EE,DE,2023,4376.3,7.9
EE,DE,2024,1057.6,6.5
EE,DK,2013,211.8,3.7
EE,DK,2014,99.4,1.4
EE,DK,2015,121.1,1.6
EE,DK,2016,79.1,4.0
EE,DK,2017,124.7,3.7
EE,DK,2018,78.2,-0.1
EE,DK,2019,65.6,-0.4
EE,DK,2020,58.9,-1.5
EE,DK,2021,41.3,-1.0
EE,DK,2022,45.0,-0.2
EE,DK,2023,36.6,0.1
EE,DK,2024,38.7,0.1
EE,ES,2013,27.6,1.7
EE,ES,2014,30.6,5.1
EE,ES,2015,28.5,4.6
EE,ES,2016,28.0,5.5
EE,ES,2017,31.9,4.3
EE,ES,2018,28.0,5.2
EE,ES,2019,7.3,3.8
EE,ES,2020,2.7,3.6
EE,ES,2021,196.1,10.0
EE,ES,2022,95.4,8.3
EE,ES,2023,101.9,10.3
EE,ES,2024,5.6,17.9
EE,FI,2013,581.3,-62.1
EE,FI,2014,682.7,-4.3
EE,FI,2015,650.5,-10.4
EE,FI,2016,565.0,6.6
EE,FI,2017,,63.9
EE,FI,2018,544.4,111.3
EE,FI,2019,400.6,146.8
EE,FI,2020,397.1,66.8
EE,FI,2021,437.3,73.2
EE,FI,2022,381.7,82.4
EE,FI,2023,423.6,67.6
EE,FI,2024,389.6,43.6
EE,FR,2013,24.7,0.5
EE,FR,2014,87.3,0.0
EE,FR,2015,36.8,1.3
EE,FR,2016,36.1,0.8
EE,FR,2017,33.1,1.4
EE,FR,2018,86.5,1.0
EE,FR,2019,85.7,1.4
EE,FR,2020,95.2,2.0
EE,FR,2021,97.4,2.6
EE,FR,2022,71.4,3.5
EE,FR,2023,70.8,2.6
EE,FR,2024,69.7,3.4
EE,GR,2013,0.0,0.0
EE,GR,2014,0.1,0.0
EE,GR,2015,0.1,0.0
EE,GR,2016,0.0,1.2
EE,GR,2017,0.0,0.0
EE,GR,2018,0.1,0.0
EE,GR,2019,0.0,0.0
EE,GR,2020,0.0,0.0
EE,GR,2021,0.0,0.0
EE,GR,2022,0.1,0.1
EE,GR,2023,0.1,0.2
EE,GR,2024,0.1,0.1
EE,HR,2013,0.2,0.2
EE,HR,2014,,0.1
EE,HR,2015,1.3,0.1
EE,HR,2016,,0.3
EE,HR,2017,,0.0
EE,HR,2018,1.0,0.2
EE,HR,2019,0.1,0.2
EE,HR,2020,0.1,0.2
EE,HR,2021,0.6,1.4
EE,HR,2022,1.5,5.1
EE,HR,2023,1.9,6.1
EE,HR,2024,0.9,6.0
EE,HU,2013,0.2,0.0
EE,HU,2014,0.2,0.0
EE,HU,2015,0.3,0.1
EE,HU,2016,0.3,0.2
EE,HU,2017,0.3,0.2
EE,HU,2018,0.4,0.5
EE,HU,2019,0.7,0.4
EE,HU,2020,0.9,0.4
EE,HU,2021,0.4,-0.2
EE,HU,2022,0.3,0.5
EE,HU,2023,0.5,0.2
EE,HU,2024,0.1,0.5
EE,IE,2013,29.2,0.0
EE,IE,2014,34.7,0.2
EE,IE,2015,12.6,0.6
EE,IE,2016,16.7,0.5
EE,IE,2017,106.9,0.9
EE,IE,2018,110.1,-0.1
EE,IE,2019,169.6,0.0
EE,IE,2020,166.1,0.1
EE,IE,2021,99.7,0.1
EE,IE,2022,321.9,0.1
EE,IE,2023,387.4,0.1
EE,IE,2024,135.7,0.3
EE,IS,2013,9.6,0.0
EE,IS,2014,11.2,0.0
EE,IS,2015,2.4,0.0
EE,IS,2016,10.5,0.0
EE,IS,2017,12.0,0.0
EE,IS,2018,11.4,0.0
EE,IS,2019,11.0,0.0
EE,IS,2020,13.5,0.0
EE,IS,2021,11.5,0.0
EE,IS,2022,13.6,
EE,IS,2023,12.2,
EE,IS,2024,10.7,
EE,IT,2013,1.6,6.7
EE,IT,2014,3.1,-0.2
EE,IT,2015,2.7,-0.2
EE,IT,2016,16.8,-0.4
EE,IT,2017,3.8,-0.6
EE,IT,2018,4.3,1.3
EE,IT,2019,3.4,0.9
EE,IT,2020,4.3,0.6
EE,IT,2021,2.3,0.0
EE,IT,2022,3.0,-2.2
EE,IT,2023,5.1,0.4
EE,IT,2024,2.1,3.4
EE,LI,2013,0.0,0.0
EE,LI,2014,0.0,0.0
EE,LI,2015,,0.2
EE,LI,2016,,1.4
EE,LI,2017,0.0,0.0
EE,LI,2018,,0.1
EE,LI,2019,,0.0
EE,LI,2020,,0.0
EE,LI,2021,,0.0
EE,LI,2022,6.8,1.1
EE,LI,2023,2.8,1.4
EE,LI,2024,3.3,0.5
EE,LT,2013,85.5,219.6
EE,LT,2014,,177.8
EE,LT,2015,126.6,120.8
EE,LT,2016,144.9,96.6
EE,LT,2017,,113.7
EE,LT,2018,,139.2
EE,LT,2019,,178.9
EE,LT,2020,,192.8
EE,LT,2021,71.2,276.0
EE,LT,2022,245.6,251.3
EE,LT,2023,220.7,199.0
EE,LT,2024,212.7,322.1
EE,LU,2013,17.5,0.1
EE,LU,2014,260.1,0.9
EE,LU,2015,50.7,0.8
EE,LU,2016,87.8,3.0
EE,LU,2017,33.9,3.7
EE,LU,2018,20.2,2.5
EE,LU,2019,17.3,0.3
EE,LU,2020,39.5,-1.8
EE,LU,2021,111.2,-3.3
EE,LU,2022,73.2,-9.6
EE,LU,2023,67.3,-9.8
EE,LU,2024,90.5,21.7
EE,LV,2013,,102.4
EE,LV,2014,,84.2
EE,LV,2015,,82.1
EE,LV,2016,,104.7
EE,LV,2017,,95.7
EE,LV,2018,,102.2
EE,LV,2019,,133.5
EE,LV,2020,,114.3
EE,LV,2021,102.1,181.8
EE,LV,2022,146.8,228.2
EE,LV,2023,170.0,208.5
EE,LV,2024,176.3,249.8
EE,MT,2013,112.1,5.3
EE,MT,2014,114.6,2.4
EE,MT,2015,6.2,4.4
EE,MT,2016,7.6,6.0
EE,MT,2017,11.4,3.4
EE,MT,2018,14.5,13.4
EE,MT,2019,13.5,9.2
EE,MT,2020,6.9,8.0
EE,MT,2021,8.1,15.9
EE,MT,2022,5.7,53.8
EE,MT,2023,8.0,19.1
EE,MT,2024,10.7,29.7
EE,NL,2013,95.0,9.8
EE,NL,2014,103.9,-0.1
EE,NL,2015,131.5,24.2
EE,NL,2016,117.2,36.0
EE,NL,2017,132.7,0.5
EE,NL,2018,108.7,0.1
EE,NL,2019,101.7,4.1
EE,NL,2020,79.7,9.3
EE,NL,2021,229.2,12.2
EE,NL,2022,379.6,3.5
EE,NL,2023,373.3,-2.8
EE,NL,2024,204.0,12.8
EE,NO,2013,276.2,-5.9
EE,NO,2014,191.3,-1.5
EE,NO,2015,100.0,-3.6
EE,NO,2016,263.5,0.7
EE,NO,2017,290.3,0.9
EE,NO,2018,162.3,0.6
EE,NO,2019,121.5,2.6
EE,NO,2020,141.2,1.2
EE,NO,2021,133.0,5.2
EE,NO,2022,176.6,0.9
EE,NO,2023,194.5,1.3
EE,NO,2024,113.2,2.2
EE,PL,2013,70.9,5.1
EE,PL,2014,3.6,2.3
EE,PL,2015,21.4,0.8
EE,PL,2016,3.7,-0.1
EE,PL,2017,8.6,0.7
EE,PL,2018,10.7,4.4
EE,PL,2019,15.0,-2.0
EE,PL,2020,13.6,10.4
EE,PL,2021,15.7,15.1
EE,PL,2022,32.3,19.5
EE,PL,2023,23.7,-31.6
EE,PL,2024,35.4,58.6
EE,PT,2013,1.1,-0.1
EE,PT,2014,1.6,0.0
EE,PT,2015,12.9,0.0
EE,PT,2016,14.0,0.0
EE,PT,2017,7.7,0.1
EE,PT,2018,7.4,0.8
EE,PT,2019,1.3,0.6
EE,PT,2020,12.3,0.8
EE,PT,2021,4.7,1.1
EE,PT,2022,15.4,1.8
EE,PT,2023,17.5,0.8
EE,PT,2024,10.8,0.5
EE,RO,2013,0.8,0.7
EE,RO,2014,0.6,2.0
EE,RO,2015,0.7,0.6
EE,RO,2016,0.7,0.1
EE,RO,2017,0.7,6.6
EE,RO,2018,0.7,0.7
EE,RO,2019,0.6,0.1
EE,RO,2020,0.6,-0.2
EE,RO,2021,0.8,-0.4
EE,RO,2022,1.0,0.4
EE,RO,2023,1.2,-0.2
EE,RO,2024,7.3,0.4
EE,SE,2013,274.5,3.2
EE,SE,2014,962.9,11.7
EE,SE,2015,536.3,9.9
EE,SE,2016,251.2,7.7
EE,SE,2017,208.6,12.4
EE,SE,2018,189.0,13.0
EE,SE,2019,165.7,14.7
EE,SE,2020,219.8,14.3
EE,SE,2021,236.4,13.8
EE,SE,2022,419.5,9.5
EE,SE,2023,617.3,42.0
EE,SE,2024,519.5,17.0
EE,SI,2013,0.2,-0.1
EE,SI,2014,0.1,-0.1
EE,SI,2015,,0.0
EE,SI,2016,,0.0
EE,SI,2017,0.2,0.0
EE,SI,2018,0.1,0.3
EE,SI,2019,0.1,0.0
EE,SI,2020,0.2,0.1
EE,SI,2021,0.1,
EE,SI,2022,0.1,0.7
EE,SI,2023,0.7,0.4
EE,SI,2024,0.3,0.2
EE,SK,2013,0.2,1.0
EE,SK,2014,0.6,-0.5
EE,SK,2015,0.6,0.0
EE,SK,2016,0.7,0.5
EE,SK,2017,0.9,0.6
EE,SK,2018,16.6,1.4
EE,SK,2019,35.8,-0.6
EE,SK,2020,16.7,-2.5
EE,SK,2021,17.2,-2.7
EE,SK,2022,202.2,-1.2
EE,SK,2023,416.7,-4.1
EE,SK,2024,402.1,-0.7
EE,UK,2013,150.7,4.9
EE,UK,2014,169.2,6.2
EE,UK,2015,180.7,-1.9
EE,UK,2016,179.4,1.0
EE,UK,2017,176.2,3.9
EE,UK,2018,188.9,3.8
EE,UK,2019,168.6,1.5
EE,UK,2020,158.2,7.7
EE,UK,2021,177.2,7.7
EE,UK,2022,202.9,13.1
EE,UK,2023,189.1,3.3
EE,UK,2024,156.2,3.9
ES,AT,2013,201.0,485.0
ES,AT,2014,194.0,473.0
ES,AT,2015,159.0,147.0
ES,AT,2016,279.0,105.0
ES,AT,2017,204.0,-142.0
ES,AT,2018,221.0,-153.0
ES,AT,2019,239.0,122.0
ES,AT,2020,256.0,431.0
ES,AT,2021,555.0,214.0
ES,AT,2022,382.0,245.0
ES,AT,2023,403.0,360.0
ES,AT,2024,328.0,310.0
ES,BE,2013,2414.0,209.0
ES,BE,2014,2205.0,181.0
ES,BE,2015,2523.0,138.0
ES,BE,2016,2964.0,216.0
ES,BE,2017,3211.0,266.0
ES,BE,2018,2792.0,311.0
ES,BE,2019,3437.0,264.0
ES,BE,2020,2807.0,135.0
ES,BE,2021,3699.0,208.0
ES,BE,2022,3973.0,245.0
ES,BE,2023,3818.0,241.0
ES,BE,2024,4001.0,229.0
ES,BG,2013,86.0,-2.0
ES,BG,2014,64.0,10.0
ES,BG,2015,97.0,7.0
ES,BG,2016,70.0,29.0
ES,BG,2017,67.0,11.0
ES,BG,2018,42.0,18.0
ES,BG,2019,36.0,14.0
ES,BG,2020,27.0,15.0
ES,BG,2021,25.0,71.0
ES,BG,2022,33.0,22.0
ES,BG,2023,32.0,34.0
ES,BG,2024,30.0,45.0
ES,CH,2013,1976.0,783.0
ES,CH,2014,2150.0,390.0
ES,CH,2015,2282.0,585.0
ES,CH,2016,2332.0,697.0
ES,CH,2017,2874.0,314.0
ES,CH,2018,4510.0,406.0
ES,CH,2019,4572.0,383.0
ES,CH,2020,4992.0,729.0
ES,CH,2021,4906.0,498.0
ES,CH,2022,5142.0,723.0
ES,CH,2023,6094.0,1211.0
ES,CH,2024,5000.0,1153.0
ES,CY,2013,9.0,28.0
ES,CY,2014,10.0,-21.0
ES,CY,2015,9.0,16.0
ES,CY,2016,11.0,-1.0
ES,CY,2017,,67.0
ES,CY,2018,,-13.0
ES,CY,2019,167.0,16.0
ES,CY,2020,145.0,-15.0
ES,CY,2021,165.0,12.0
ES,CY,2022,167.0,12.0
ES,CY,2023,397.0,17.0
ES,CY,2024,168.0,10.0
ES,CZ,2013,94.0,210.0
ES,CZ,2014,88.0,178.0
ES,CZ,2015,95.0,113.0
ES,CZ,2016,100.0,111.0
ES,CZ,2017,111.0,103.0
ES,CZ,2018,80.0,78.0
ES,CZ,2019,90.0,96.0
ES,CZ,2020,91.0,37.0
ES,CZ,2021,48.0,97.0
ES,CZ,2022,73.0,89.0
ES,CZ,2023,97.0,128.0
ES,CZ,2024,80.0,89.0
ES,DE,2013,6206.0,-197.0
ES,DE,2014,6944.0,261.0
ES,DE,2015,7660.0,380.0
ES,DE,2016,9322.0,751.0
ES,DE,2017,10205.0,336.0
ES,DE,2018,9969.0,779.0
ES,DE,2019,10951.0,945.0
ES,DE,2020,12657.0,415.0
ES,DE,2021,14561.0,632.0
ES,DE,2022,15594.0,1094.0
ES,DE,2023,16133.0,1226.0
ES,DE,2024,15093.0,875.0
ES,DK,2013,179.0,104.0
ES,DK,2014,212.0,121.0
ES,DK,2015,183.0,281.0
ES,DK,2016,184.0,281.0
ES,DK,2017,311.0,20.0
ES,DK,2018,334.0,178.0
ES,DK,2019,340.0,342.0
ES,DK,2020,453.0,-185.0
ES,DK,2021,368.0,116.0
ES,DK,2022,571.0,-524.0
ES,DK,2023,480.0,-1963.0
ES,DK,2024,508.0,-811.0
ES,EE,2013,6.0,1.0
ES,EE,2014,2.0,1.0
ES,EE,2015,,1.0
ES,EE,2016,,1.0
ES,EE,2017,11.0,2.0
ES,EE,2018,,3.0
ES,EE,2019,10.0,3.0
ES,EE,2020,,2.0
ES,EE,2021,,3.0
ES,EE,2022,,3.0
ES,EE,2023,,4.0
ES,EE,2024,2.0,3.0
ES,FI,2013,166.0,8.0
ES,FI,2014,174.0,4.0
ES,FI,2015,117.0,1.0
ES,FI,2016,152.0,-1.0
ES,FI,2017,164.0,7.0
ES,FI,2018,175.0,11.0
ES,FI,2019,252.0,4.0
ES,FI,2020,185.0,1.0
ES,FI,2021,110.0,11.0
ES,FI,2022,134.0,16.0
ES,FI,2023,284.0,16.0
ES,FI,2024,382.0,25.0
ES,FR,2013,8063.0,253.0
ES,FR,2014,7027.0,486.0
ES,FR,2015,8188.0,549.0
ES,FR,2016,8601.0,932.0
ES,FR,2017,9031.0,1120.0
ES,FR,2018,8909.0,1227.0
ES,FR,2019,9198.0,1255.0
ES,FR,2020,9223.0,723.0
ES,FR,2021,10895.0,1324.0
ES,FR,2022,13503.0,1814.0
ES,FR,2023,12258.0,2016.0
ES,FR,2024,15139.0,2108.0
ES,GR,2013,74.0,57.0
ES,GR,2014,71.0,70.0
ES,GR,2015,57.0,47.0
ES,GR,2016,83.0,80.0
ES,GR,2017,145.0,62.0
ES,GR,2018,159.0,51.0
ES,GR,2019,169.0,34.0
ES,GR,2020,133.0,35.0
ES,GR,2021,107.0,99.0
ES,GR,2022,95.0,86.0
ES,GR,2023,150.0,-12.0
ES,GR,2024,253.0,21.0
ES,HR,2013,6.0,1.0
ES,HR,2014,9.0,7.0
ES,HR,2015,13.0,4.0
ES,HR,2016,14.0,8.0
ES,HR,2017,11.0,7.0
ES,HR,2018,16.0,8.0
ES,HR,2019,23.0,21.0
ES,HR,2020,19.0,-3.0
ES,HR,2021,7.0,5.0
ES,HR,2022,11.0,8.0
ES,HR,2023,11.0,-1.0
ES,HR,2024,16.0,-4.0
ES,HU,2013,196.0,63.0
ES,HU,2014,183.0,-875.0
ES,HU,2015,107.0,133.0
ES,HU,2016,258.0,-544.0
ES,HU,2017,250.0,207.0
ES,HU,2018,148.0,129.0
ES,HU,2019,105.0,72.0
ES,HU,2020,109.0,5.0
ES,HU,2021,50.0,54.0
ES,HU,2022,74.0,41.0
ES,HU,2023,71.0,23.0
ES,HU,2024,117.0,18.0
ES,IE,2013,808.0,340.0
ES,IE,2014,1312.0,246.0
ES,IE,2015,1524.0,539.0
ES,IE,2016,2194.0,497.0
ES,IE,2017,2469.0,388.0
ES,IE,2018,2856.0,19.0
ES,IE,2019,3715.0,408.0
ES,IE,2020,3734.0,457.0
ES,IE,2021,4307.0,380.0
ES,IE,2022,3891.0,496.0
ES,IE,2023,4544.0,246.0
ES,IE,2024,4250.0,367.0
ES,IS,2013,1.0,0.0
ES,IS,2014,4.0,1.0
ES,IS,2015,6.0,1.0
ES,IS,2016,7.0,0.0
ES,IS,2017,10.0,0.0
ES,IS,2018,10.0,
ES,IS,2019,3.0,0.0
ES,IS,2020,2.0,0.0
ES,IS,2021,0.0,1.0
ES,IS,2022,0.0,2.0
ES,IS,2023,0.0,2.0
ES,IS,2024,0.0,1.0
ES,IT,2013,1449.0,-326.0
ES,IT,2014,1307.0,-70.0
ES,IT,2015,1234.0,758.0
ES,IT,2016,1667.0,599.0
ES,IT,2017,1627.0,714.0
ES,IT,2018,1976.0,762.0
ES,IT,2019,2247.0,687.0
ES,IT,2020,2538.0,545.0
ES,IT,2021,2714.0,655.0
ES,IT,2022,3147.0,400.0
ES,IT,2023,4307.0,1110.0
ES,IT,2024,3800.0,964.0
ES,LI,2013,1.0,1.0
ES,LI,2014,1.0,-1.0
ES,LI,2015,1.0,1.0
ES,LI,2016,1.0,1.0
ES,LI,2017,1.0,0.0
ES,LI,2018,0.0,
ES,LI,2019,1.0,8.0
ES,LI,2020,1.0,7.0
ES,LI,2021,0.0,0.0
ES,LI,2022,0.0,0.0
ES,LI,2023,0.0,0.0
ES,LI,2024,0.0,2.0
ES,LT,2013,15.0,1.0
ES,LT,2014,11.0,2.0
ES,LT,2015,15.0,1.0
ES,LT,2016,17.0,1.0
ES,LT,2017,17.0,1.0
ES,LT,2018,18.0,0.0
ES,LT,2019,20.0,7.0
ES,LT,2020,18.0,3.0
ES,LT,2021,,5.0
ES,LT,2022,,7.0
ES,LT,2023,9.0,7.0
ES,LT,2024,23.0,6.0
ES,LU,2013,3671.0,317.0
ES,LU,2014,3759.0,506.0
ES,LU,2015,4546.0,-108.0
ES,LU,2016,5058.0,-5.0
ES,LU,2017,3724.0,401.0
ES,LU,2018,2790.0,386.0
ES,LU,2019,3551.0,32.0
ES,LU,2020,3933.0,252.0
ES,LU,2021,5386.0,234.0
ES,LU,2022,6811.0,49.0
ES,LU,2023,6534.0,583.0
ES,LU,2024,7079.0,426.0
ES,LV,2013,8.0,0.0
ES,LV,2014,-3.0,0.0
ES,LV,2015,10.0,0.0
ES,LV,2016,12.0,
ES,LV,2017,11.0,-4.0
ES,LV,2018,13.0,6.0
ES,LV,2019,19.0,2.0
ES,LV,2020,15.0,0.0
ES,LV,2021,5.0,
ES,LV,2022,4.0,1.0
ES,LV,2023,,1.0
ES,LV,2024,3.0,1.0
ES,MT,2013,10.0,-29.0
ES,MT,2014,10.0,10.0
ES,MT,2015,29.0,12.0
ES,MT,2016,36.0,-10.0
ES,MT,2017,52.0,17.0
ES,MT,2018,45.0,12.0
ES,MT,2019,40.0,31.0
ES,MT,2020,56.0,38.0
ES,MT,2021,29.0,56.0
ES,MT,2022,32.0,-10.0
ES,MT,2023,48.0,89.0
ES,MT,2024,7.0,53.0
ES,NL,2013,5765.0,2890.0
ES,NL,2014,6127.0,1364.0
ES,NL,2015,6779.0,1725.0
ES,NL,2016,7785.0,835.0
ES,NL,2017,9824.0,1172.0
ES,NL,2018,8493.0,1677.0
ES,NL,2019,8960.0,4594.0
ES,NL,2020,8512.0,3493.0
ES,NL,2021,8513.0,2995.0
ES,NL,2022,8220.0,1365.0
ES,NL,2023,9153.0,2251.0
ES,NL,2024,7031.0,3510.0
ES,NO,2013,85.0,137.0
ES,NO,2014,80.0,194.0
ES,NO,2015,71.0,129.0
ES,NO,2016,81.0,333.0
ES,NO,2017,61.0,394.0
ES,NO,2018,78.0,410.0
ES,NO,2019,130.0,372.0
ES,NO,2020,147.0,205.0
ES,NO,2021,153.0,398.0
ES,NO,2022,116.0,520.0
ES,NO,2023,118.0,318.0
ES,NO,2024,199.0,319.0
ES,PL,2013,1582.0,366.0
ES,PL,2014,2695.0,388.0
ES,PL,2015,3067.0,542.0
ES,PL,2016,3495.0,422.0
ES,PL,2017,3492.0,480.0
ES,PL,2018,862.0,568.0
ES,PL,2019,921.0,444.0
ES,PL,2020,978.0,214.0
ES,PL,2021,840.0,337.0
ES,PL,2022,619.0,607.0
ES,PL,2023,385.0,1060.0
ES,PL,2024,389.0,1068.0
ES,PT,2013,1083.0,245.0
ES,PT,2014,1788.0,1089.0
ES,PT,2015,1070.0,1297.0
ES,PT,2016,960.0,1160.0
ES,PT,2017,1055.0,1700.0
ES,PT,2018,1273.0,2175.0
ES,PT,2019,1418.0,1714.0
ES,PT,2020,1416.0,729.0
ES,PT,2021,1220.0,1801.0
ES,PT,2022,1830.0,2367.0
ES,PT,2023,1689.0,3172.0
ES,PT,2024,2310.0,3332.0
ES,RO,2013,58.0,16.0
ES,RO,2014,400.0,35.0
ES,RO,2015,304.0,18.0
ES,RO,2016,494.0,73.0
ES,RO,2017,756.0,33.0
ES,RO,2018,743.0,54.0
ES,RO,2019,387.0,75.0
ES,RO,2020,304.0,65.0
ES,RO,2021,120.0,92.0
ES,RO,2022,56.0,138.0
ES,RO,2023,100.0,151.0
ES,RO,2024,184.0,140.0
ES,SE,2013,1515.0,229.0
ES,SE,2014,1144.0,256.0
ES,SE,2015,728.0,183.0
ES,SE,2016,640.0,244.0
ES,SE,2017,866.0,153.0
ES,SE,2018,873.0,317.0
ES,SE,2019,1025.0,174.0
ES,SE,2020,980.0,48.0
ES,SE,2021,1037.0,200.0
ES,SE,2022,1198.0,409.0
ES,SE,2023,1478.0,160.0
ES,SE,2024,1482.0,195.0
ES,SI,2013,11.0,0.0
ES,SI,2014,54.0,0.0
ES,SI,2015,14.0,0.0
ES,SI,2016,30.0,1.0
ES,SI,2017,22.0,3.0
ES,SI,2018,32.0,1.0
ES,SI,2019,25.0,1.0
ES,SI,2020,25.0,1.0
ES,SI,2021,3.0,1.0
ES,SI,2022,10.0,
ES,SI,2023,4.0,3.0
ES,SI,2024,4.0,3.0
ES,SK,2013,,37.0
ES,SK,2014,,49.0
ES,SK,2015,25.0,31.0
ES,SK,2016,33.0,51.0
ES,SK,2017,38.0,67.0
ES,SK,2018,43.0,49.0
ES,SK,2019,55.0,15.0
ES,SK,2020,51.0,11.0
ES,SK,2021,18.0,56.0
ES,SK,2022,19.0,42.0
ES,SK,2023,21.0,34.0
ES,SK,2024,26.0,37.0
ES,UK,2013,5957.0,6217.0
ES,UK,2014,8134.0,5618.0
ES,UK,2015,9347.0,4939.0
ES,UK,2016,6913.0,4280.0
ES,UK,2017,7495.0,6459.0
ES,UK,2018,7472.0,7011.0
ES,UK,2019,9327.0,6044.0
ES,UK,2020,10848.0,976.0
ES,UK,2021,13901.0,737.0
ES,UK,2022,14255.0,3061.0
ES,UK,2023,14365.0,5594.0
ES,UK,2024,19600.0,4000.0
FI,AT,2013,,32.0
FI,AT,2014,,45.0
FI,AT,2015,403.0,30.0
FI,AT,2016,,46.0
FI,AT,2017,487.0,57.0
FI,AT,2018,483.0,103.0
FI,AT,2019,417.0,106.0
FI,AT,2020,339.0,94.0
FI,AT,2021,334.0,147.0
FI,AT,2022,299.0,261.0
FI,AT,2023,217.0,43.0
FI,AT,2024,259.0,45.0
FI,BE,2013,216.0,518.0
FI,BE,2014,250.0,304.0
FI,BE,2015,274.0,110.0
FI,BE,2016,409.0,89.0
FI,BE,2017,225.0,308.0
FI,BE,2018,266.0,-17.0
FI,BE,2019,491.0,87.0
FI,BE,2020,208.0,73.0
FI,BE,2021,381.0,14.0
FI,BE,2022,406.0,95.0
FI,BE,2023,129.0,100.0
FI,BE,2024,179.0,64.0
FI,BG,2013,0.0,0.0
FI,BG,2014,0.0,4.0
FI,BG,2015,0.0,5.0
FI,BG,2016,0.0,0.0
FI,BG,2017,0.0,1.0
FI,BG,2018,0.0,-6.0
FI,BG,2019,0.0,1.0
FI,BG,2020,0.0,2.0
FI,BG,2021,0.0,1.0
FI,BG,2022,2.0,2.0
FI,BG,2023,2.0,2.0
FI,BG,2024,2.0,4.0
FI,CH,2013,99.0,97.0
FI,CH,2014,240.0,84.0
FI,CH,2015,341.0,81.0
FI,CH,2016,419.0,89.0
FI,CH,2017,573.0,85.0
FI,CH,2018,514.0,76.0
FI,CH,2019,502.0,89.0
FI,CH,2020,678.0,247.0
FI,CH,2021,734.0,207.0
FI,CH,2022,1146.0,216.0
FI,CH,2023,1067.0,281.0
FI,CH,2024,1643.0,179.0
FI,CY,2013,0.0,18.0
FI,CY,2014,,95.0
FI,CY,2015,,2.0
FI,CY,2016,0.0,1.0
FI,CY,2017,0.0,2.0
FI,CY,2018,0.0,2.0
FI,CY,2019,0.0,5.0
FI,CY,2020,0.0,6.0
FI,CY,2021,0.0,6.0
FI,CY,2022,0.0,4.0
FI,CY,2023,0.0,5.0
FI,CY,2024,0.0,6.0
FI,CZ,2013,0.0,6.0
FI,CZ,2014,0.0,34.0
FI,CZ,2015,0.0,28.0
FI,CZ,2016,0.0,35.0
FI,CZ,2017,8.0,50.0
FI,CZ,2018,7.0,38.0
FI,CZ,2019,16.0,55.0
FI,CZ,2020,6.0,35.0
FI,CZ,2021,4.0,40.0
FI,CZ,2022,3.0,28.0
FI,CZ,2023,8.0,33.0
FI,CZ,2024,6.0,45.0
FI,DE,2013,550.0,-492.0
FI,DE,2014,1193.0,215.0
