partner,geo,year,value
DK,HR,2013,8.0
DK,HR,2014,19.0
DK,HR,2015,12.0
DK,HR,2016,26.0
DK,HR,2017,56.0
DK,HR,2018,42.0
DK,HR,2019,32.0
DK,HR,2020,35.0
DK,HR,2021,51.0
DK,HR,2022,42.0
DK,HR,2023,89.0
DK,HU,2021,396.0
DK,HU,2022,326.0
DK,IE,2006,269.0
DK,IE,2007,235.0
DK,IE,2008,285.0
DK,IE,2009,221.0
DK,IE,2010,198.0
DK,IS,1998,1395.0
DK,IS,1999,1446.0
DK,IS,2000,1333.0
DK,IS,2002,1133.0
DK,IS,2007,1673.0
DK,IS,2009,686.0
DK,IS,2010,814.0
DK,IS,2011,925.0
DK,IS,2012,936.0
DK,IS,2013,989.0
DK,IS,2014,581.0
DK,IS,2015,528.0
DK,IS,2016,659.0
DK,IS,2017,738.0
DK,IS,2018,669.0
DK,IS,2019,590.0
DK,IS,2020,637.0
DK,IS,2021,674.0
DK,IS,2022,547.0
DK,IS,2023,655.0
DK,IT,2008,224.0
DK,IT,2009,232.0
DK,IT,2010,231.0
DK,IT,2011,233.0
DK,IT,2012,217.0
DK,IT,2013,164.0
DK,IT,2014,226.0
DK,IT,2015,211.0
DK,IT,2016,217.0
DK,IT,2017,239.0
DK,IT,2018,294.0
DK,IT,2019,294.0
DK,IT,2020,377.0
DK,IT,2021,464.0
DK,IT,2022,518.0
DK,IT,2023,501.0
DK,LI,2008,1.0
DK,LI,2009,0.0
DK,LI,2010,2.0
DK,LI,2011,0.0
DK,LI,2012,0.0
DK,LI,2013,1.0
DK,LI,2014,0.0
DK,LI,2015,0.0
DK,LI,2016,0.0
DK,LI,2017,0.0
DK,LI,2018,2.0
DK,LI,2019,0.0
DK,LI,2020,0.0
DK,LI,2021,0.0
DK,LT,1998,2.0
DK,LT,1999,3.0
DK,LT,2000,4.0
DK,LT,2001,87.0
DK,LT,2002,87.0
DK,LT,2003,81.0
DK,LT,2004,89.0
DK,LT,2005,85.0
DK,LT,2006,68.0
DK,LT,2007,100.0
DK,LT,2008,106.0
DK,LT,2009,66.0
DK,LT,2010,93.0
DK,LT,2011,392.0
DK,LT,2012,524.0
DK,LT,2013,597.0
DK,LT,2014,649.0
DK,LT,2015,713.0
DK,LT,2016,683.0
DK,LT,2017,672.0
DK,LT,2018,735.0
DK,LT,2019,774.0
DK,LT,2020,842.0
DK,LT,2021,890.0
DK,LT,2022,720.0
DK,LT,2023,781.0
DK,LU,2003,10.0
DK,LU,2004,7.0
DK,LU,2005,3.0
DK,LU,2006,17.0
DK,LU,2007,7.0
DK,LV,1998,16.0
DK,LV,1999,6.0
DK,NL,1998,612.0
DK,NL,1999,590.0
DK,NL,2000,605.0
DK,NL,2001,555.0
DK,NL,2002,465.0
DK,NL,2003,474.0
DK,NL,2004,453.0
DK,NL,2005,425.0
DK,NL,2006,488.0
DK,NL,2007,544.0
DK,NL,2008,615.0
DK,NL,2009,466.0
DK,NL,2010,515.0
DK,NL,2011,506.0
DK,NL,2012,496.0
DK,NL,2013,583.0
DK,NL,2014,546.0
DK,NL,2015,577.0
DK,NL,2016,769.0
DK,NL,2017,794.0
DK,NL,2018,856.0
DK,NL,2019,913.0
DK,NL,2020,853.0
DK,NL,2021,839.0
DK,NL,2022,938.0
DK,NL,2023,1024.0
DK,NO,1998,3032.0
DK,NO,1999,2734.0
DK,NO,2000,2959.0
DK,NO,2001,3230.0
DK,NO,2002,3232.0
DK,NO,2003,2851.0
DK,NO,2004,2893.0
DK,NO,2005,2897.0
DK,NO,2006,2828.0
DK,NO,2007,2956.0
DK,NO,2008,2049.0
DK,NO,2009,1972.0
DK,NO,2010,2954.0
DK,NO,2011,2538.0
DK,NO,2012,2717.0
DK,NO,2013,3350.0
DK,NO,2014,3138.0
DK,NO,2015,2461.0
DK,NO,2016,2160.0
DK,NO,2017,2235.0
DK,NO,2018,2199.0
DK,NO,2019,2127.0
DK,NO,2020,2091.0
DK,NO,2021,2890.0
DK,NO,2022,2977.0
DK,NO,2023,2663.0
DK,OTHER,2000,0.0
DK,OTHER,2001,0.0
DK,OTHER,2002,0.0
DK,OTHER,2004,0.0
DK,OTHER,2005,8.0
DK,OTHER,2006,11.0
DK,OTHER,2007,35.0
DK,OTHER,2008,8.0
DK,OTHER,2009,10.0
DK,OTHER,2010,5.0
DK,OTHER,2011,10.0
DK,OTHER,2012,35.0
DK,OTHER,2020,12.0
DK,OTHER,2021,6.0
DK,PL,2001,22.0
DK,PL,2002,27.0
DK,PL,2003,17.0
DK,PL,2004,21.0
DK,PL,2005,23.0
DK,PL,2006,53.0
DK,PL,2007,61.0
DK,RO,2013,1000.0
DK,RO,2014,1500.0
DK,RO,2015,1800.0
DK,RO,2016,2131.0
DK,RO,2017,2566.0
DK,RO,2018,2433.0
DK,RO,2021,1770.0
DK,RO,2022,1897.0
DK,RO,2023,1834.0
DK,SE,1998,1927.0
DK,SE,1999,2194.0
DK,SE,2000,2996.0
DK,SE,2001,3564.0
DK,SE,2002,4250.0
DK,SE,2003,4603.0
DK,SE,2004,4674.0
DK,SE,2005,5008.0
DK,SE,2006,6432.0
DK,SE,2007,6615.0
DK,SE,2008,5605.0
DK,SE,2009,5457.0
DK,SE,2010,4962.0
DK,SE,2011,4583.0
DK,SE,2012,4011.0
DK,SE,2013,3676.0
DK,SE,2014,3268.0
DK,SE,2015,3259.0
DK,SE,2016,3398.0
DK,SE,2017,3277.0
DK,SE,2018,3333.0
DK,SE,2019,3259.0
DK,SE,2020,3127.0
DK,SE,2021,2828.0
DK,SE,2022,3092.0
DK,SE,2023,3261.0
DK,SI,1998,1.0
DK,SI,1999,1.0
DK,SI,2000,0.0
DK,SI,2001,1.0
DK,SI,2002,0.0
DK,SI,2003,5.0
DK,SI,2004,1.0
DK,SI,2005,3.0
DK,SI,2006,3.0
DK,SI,2007,6.0
DK,SI,2008,5.0
DK,SI,2009,14.0
DK,SI,2010,9.0
DK,SI,2011,11.0
DK,SI,2012,8.0
DK,SI,2013,9.0
DK,SI,2014,21.0
DK,SI,2015,9.0
DK,SI,2016,14.0
DK,SI,2017,28.0
DK,SI,2018,21.0
DK,SI,2019,32.0
DK,SI,2020,55.0
DK,SI,2021,25.0
DK,SI,2022,24.0
DK,SI,2023,29.0
DK,SK,1998,3.0
DK,SK,1999,1.0
DK,SK,2000,1.0
DK,SK,2001,4.0
DK,SK,2002,1.0
DK,SK,2003,0.0
DK,SK,2004,16.0
DK,SK,2005,39.0
DK,SK,2006,36.0
DK,SK,2008,31.0
DK,SK,2009,43.0
DK,SK,2010,40.0
DK,SK,2011,16.0
DK,SK,2012,14.0
DK,SK,2013,11.0
DK,SK,2014,20.0
DK,SK,2015,16.0
DK,SK,2016,16.0
DK,SK,2017,16.0
DK,SK,2018,21.0
DK,SK,2019,14.0
DK,SK,2020,21.0
DK,SK,2021,12.0
DK,SK,2022,11.0
DK,SK,2023,12.0
DK,UK,1998,2452.0
DK,UK,1999,2025.0
DK,UK,2000,4544.0
DK,UK,2001,3861.0
DK,UK,2002,3507.0
DK,UK,2003,565.0
DK,UK,2004,1508.0
DK,UK,2005,1158.0
EE,AT,1998,12.0
EE,AT,1999,12.0
EE,AT,2000,14.0
EE,AT,2001,14.0
EE,AT,2002,33.0
EE,AT,2003,39.0
EE,AT,2004,59.0
EE,AT,2005,44.0
EE,AT,2006,43.0
EE,AT,2007,26.0
EE,AT,2008,41.0
EE,AT,2011,59.0
EE,AT,2012,58.0
EE,AT,2014,89.0
EE,AT,2015,74.0
EE,AT,2016,75.0
EE,AT,2017,74.0
EE,AT,2018,57.0
EE,AT,2019,64.0
EE,AT,2020,68.0
EE,AT,2021,55.0
EE,AT,2022,78.0
EE,AT,2023,90.0
EE,BE,2010,117.0
EE,BE,2011,198.0
EE,BE,2012,119.0
EE,BE,2013,160.0
EE,BE,2014,116.0
EE,BE,2015,123.0
EE,BE,2016,100.0
EE,BE,2017,112.0
EE,BE,2018,112.0
EE,BE,2019,127.0
EE,BE,2022,125.0
EE,BE,2023,154.0
EE,BG,2007,0.0
EE,BG,2012,14.0
EE,BG,2013,9.0
EE,BG,2014,4.0
EE,BG,2015,17.0
EE,BG,2016,11.0
EE,BG,2017,6.0
EE,BG,2018,5.0
EE,BG,2019,11.0
EE,BG,2020,14.0
EE,BG,2021,34.0
EE,BG,2022,30.0
EE,BG,2023,68.0
EE,CH,2011,113.0
EE,CH,2012,108.0
EE,CH,2013,74.0
EE,CH,2014,116.0
EE,CH,2015,71.0
EE,CH,2016,103.0
EE,CH,2017,82.0
EE,CH,2018,117.0
EE,CH,2019,83.0
EE,CH,2020,96.0
EE,CZ,2002,9.0
EE,CZ,2003,4.0
EE,CZ,2004,8.0
EE,CZ,2005,9.0
EE,CZ,2006,7.0
EE,CZ,2007,15.0
EE,CZ,2021,26.0
EE,CZ,2022,27.0
EE,CZ,2023,19.0
EE,DE,1998,1126.0
EE,DE,1999,990.0
EE,DE,2000,1071.0
EE,DE,2002,991.0
EE,DE,2004,859.0
EE,DE,2005,773.0
EE,DE,2006,621.0
EE,DE,2007,726.0
EE,DE,2008,647.0
EE,DE,2014,600.0
EE,DE,2015,618.0
EE,DE,2016,582.0
EE,DE,2017,531.0
EE,DE,2018,518.0
EE,DE,2019,506.0
EE,DE,2020,548.0
EE,DE,2021,432.0
EE,DE,2022,588.0
EE,DE,2023,627.0
EE,DK,1998,285.0
EE,DK,1999,257.0
EE,DK,2000,286.0
EE,DK,2001,257.0
EE,DK,2002,234.0
EE,DK,2003,169.0
EE,DK,2004,161.0
EE,DK,2005,191.0
EE,DK,2006,205.0
EE,DK,2007,219.0
EE,DK,2008,183.0
EE,DK,2009,171.0
EE,DK,2010,199.0
EE,DK,2011,222.0
EE,DK,2012,258.0
EE,DK,2013,222.0
EE,DK,2014,199.0
EE,DK,2015,174.0
EE,DK,2016,151.0
EE,DK,2017,139.0
EE,DK,2018,125.0
EE,DK,2019,126.0
EE,DK,2020,118.0
EE,DK,2021,103.0
EE,ES,1998,9.0
EE,ES,1999,13.0
EE,ES,2000,27.0
EE,ES,2001,67.0
EE,ES,2002,98.0
EE,ES,2004,114.0
EE,ES,2005,123.0
EE,ES,2006,184.0
EE,ES,2007,173.0
EE,FI,1998,886.0
EE,FI,1999,784.0
EE,FI,2000,846.0
EE,FI,2001,1283.0
EE,FI,2002,1378.0
EE,FI,2003,1292.0
EE,FI,2004,1854.0
EE,FI,2005,2063.0
EE,FI,2006,2734.0
EE,FI,2007,3145.0
EE,FI,2008,3315.0
EE,FI,2009,3525.0
EE,FI,2010,4043.0
EE,FI,2011,5014.0
EE,FI,2012,6422.0
EE,FI,2013,6285.0
EE,FI,2014,5071.0
EE,FI,2015,3684.0
EE,FI,2016,2933.0
EE,FI,2017,2430.0
EE,FI,2018,2365.0
EE,FI,2019,2003.0
EE,FI,2020,1967.0
EE,FI,2021,2854.0
EE,FI,2022,2387.0
EE,FI,2023,2013.0
EE,FR,2013,200.0
EE,FR,2014,200.0
EE,FR,2015,213.0
EE,FR,2016,279.0
EE,FR,2017,88.0
EE,FR,2018,164.0
EE,FR,2019,176.0
EE,FR,2020,166.0
EE,FR,2021,210.0
EE,FR,2022,199.0
EE,FR,2023,176.0
EE,HR,1999,0.0
EE,HR,2001,0.0
EE,HR,2002,0.0
EE,HR,2003,0.0
EE,HR,2004,0.0
EE,HR,2006,0.0
EE,HR,2007,1.0
EE,HR,2008,1.0
EE,HR,2009,4.0
EE,HR,2010,1.0
EE,HR,2011,5.0
EE,HR,2012,4.0
EE,HR,2013,9.0
EE,HR,2014,2.0
EE,HR,2015,4.0
EE,HR,2016,10.0
EE,HR,2017,1.0
EE,HR,2018,0.0
EE,HR,2019,3.0
EE,HR,2020,7.0
EE,HR,2021,11.0
EE,HR,2022,10.0
EE,HR,2023,8.0
EE,HU,2021,24.0
EE,HU,2022,15.0
EE,IE,2006,847.0
EE,IE,2007,786.0
EE,IE,2008,353.0
EE,IE,2009,130.0
EE,IE,2010,111.0
EE,IS,1998,8.0
EE,IS,1999,6.0
EE,IS,2000,23.0
EE,IS,2001,28.0
EE,IS,2002,25.0
EE,IS,2007,32.0
EE,IS,2009,18.0
EE,IS,2010,23.0
EE,IS,2011,16.0
EE,IS,2012,8.0
EE,IS,2013,19.0
EE,IS,2014,12.0
EE,IS,2015,15.0
EE,IS,2016,18.0
EE,IS,2017,31.0
EE,IS,2018,19.0
EE,IS,2019,19.0
EE,IS,2020,33.0
EE,IS,2021,53.0
EE,IS,2022,48.0
EE,IS,2023,47.0
EE,IT,2008,144.0
EE,IT,2009,113.0
EE,IT,2010,137.0
EE,IT,2011,105.0
EE,IT,2012,106.0
EE,IT,2013,81.0
EE,IT,2014,73.0
EE,IT,2015,92.0
EE,IT,2016,71.0
EE,IT,2017,74.0
EE,IT,2018,61.0
EE,IT,2019,88.0
EE,IT,2020,74.0
EE,IT,2021,87.0
EE,IT,2022,106.0
EE,IT,2023,108.0
EE,LI,2008,0.0
EE,LI,2009,0.0
EE,LI,2010,0.0
EE,LI,2011,0.0
EE,LI,2012,0.0
EE,LI,2013,0.0
EE,LI,2014,0.0
EE,LI,2015,0.0
EE,LI,2016,0.0
EE,LI,2017,0.0
EE,LI,2018,0.0
EE,LI,2019,0.0
EE,LI,2020,0.0
EE,LI,2021,0.0
EE,LT,1998,26.0
EE,LT,1999,14.0
EE,LT,2000,15.0
EE,LT,2001,41.0
EE,LT,2002,27.0
EE,LT,2003,53.0
EE,LT,2004,31.0
EE,LT,2005,24.0
EE,LT,2006,20.0
EE,LT,2007,17.0
EE,LT,2008,28.0
EE,LT,2009,15.0
EE,LT,2010,6.0
EE,LT,2011,34.0
EE,LT,2012,40.0
EE,LT,2013,56.0
EE,LT,2014,56.0
EE,LT,2015,46.0
EE,LT,2016,48.0
EE,LT,2017,44.0
EE,LT,2018,50.0
EE,LT,2019,77.0
EE,LT,2020,75.0
EE,LT,2021,48.0
EE,LT,2022,73.0
EE,LT,2023,70.0
EE,LU,2003,0.0
EE,LU,2004,4.0
EE,LU,2005,0.0
EE,LU,2006,3.0
EE,LV,1998,49.0
EE,LV,1999,37.0
EE,NL,1998,36.0
EE,NL,1999,35.0
EE,NL,2000,48.0
EE,NL,2001,49.0
EE,NL,2002,48.0
EE,NL,2003,53.0
EE,NL,2004,146.0
EE,NL,2005,104.0
EE,NL,2006,87.0
EE,NL,2007,93.0
EE,NL,2008,136.0
EE,NL,2009,139.0
EE,NL,2010,173.0
EE,NL,2011,192.0
EE,NL,2012,206.0
EE,NL,2013,179.0
EE,NL,2014,209.0
EE,NL,2015,153.0
EE,NL,2016,183.0
EE,NL,2017,206.0
EE,NL,2018,226.0
EE,NL,2019,255.0
EE,NL,2020,222.0
EE,NL,2021,317.0
EE,NL,2022,393.0
EE,NL,2023,399.0
EE,NO,1998,73.0
EE,NO,1999,85.0
EE,NO,2000,105.0
EE,NO,2001,143.0
EE,NO,2002,174.0
EE,NO,2003,108.0
EE,NO,2004,155.0
EE,NO,2005,210.0
EE,NO,2006,244.0
EE,NO,2007,410.0
EE,NO,2008,502.0
EE,NO,2009,474.0
EE,NO,2010,981.0
EE,NO,2011,1007.0
EE,NO,2012,896.0
EE,NO,2013,634.0
EE,NO,2014,590.0
EE,NO,2015,430.0
EE,NO,2016,265.0
EE,NO,2017,258.0
EE,NO,2018,206.0
EE,NO,2019,210.0
EE,NO,2020,174.0
EE,NO,2021,295.0
EE,NO,2022,271.0
EE,NO,2023,254.0
EE,OTHER,2000,0.0
EE,OTHER,2001,0.0
EE,OTHER,2002,0.0
EE,OTHER,2004,0.0
EE,OTHER,2005,464.0
EE,OTHER,2006,385.0
EE,OTHER,2007,549.0
EE,OTHER,2008,32.0
EE,OTHER,2009,0.0
EE,OTHER,2010,0.0
EE,OTHER,2011,2.0
EE,OTHER,2012,6.0
EE,OTHER,2020,2.0
EE,OTHER,2021,0.0
EE,PL,2001,0.0
EE,PL,2002,0.0
EE,PL,2003,0.0
EE,PL,2004,7.0
EE,PL,2005,2.0
EE,PL,2006,1.0
EE,PL,2007,2.0
EE,RO,2013,2.0
EE,RO,2014,3.0
EE,RO,2015,11.0
EE,RO,2016,45.0
EE,RO,2017,65.0
EE,RO,2018,60.0
EE,RO,2021,103.0
EE,RO,2022,106.0
EE,RO,2023,105.0
EE,SE,1998,214.0
EE,SE,1999,262.0
EE,SE,2000,316.0
EE,SE,2001,312.0
EE,SE,2002,345.0
EE,SE,2003,311.0
EE,SE,2004,421.0
EE,SE,2005,424.0
EE,SE,2006,466.0
EE,SE,2007,471.0
EE,SE,2008,446.0
EE,SE,2009,612.0
EE,SE,2010,566.0
EE,SE,2011,573.0
EE,SE,2012,601.0
EE,SE,2013,606.0
EE,SE,2014,588.0
EE,SE,2015,573.0
EE,SE,2016,492.0
EE,SE,2017,487.0
EE,SE,2018,405.0
EE,SE,2019,332.0
EE,SE,2020,283.0
EE,SE,2021,320.0
EE,SE,2022,502.0
EE,SE,2023,508.0
EE,SI,1998,0.0
EE,SI,1999,0.0
EE,SI,2000,0.0
EE,SI,2001,0.0
EE,SI,2002,0.0
EE,SI,2003,0.0
EE,SI,2004,0.0
EE,SI,2005,0.0
EE,SI,2006,0.0
EE,SI,2007,0.0
EE,SI,2008,8.0
EE,SI,2009,7.0
EE,SI,2010,0.0
EE,SI,2011,7.0
EE,SI,2012,9.0
EE,SI,2013,8.0
EE,SI,2014,5.0
EE,SI,2015,5.0
EE,SI,2016,3.0
EE,SI,2017,3.0
EE,SI,2018,6.0
EE,SI,2019,11.0
EE,SI,2020,12.0
EE,SI,2021,5.0
EE,SI,2022,8.0
EE,SI,2023,13.0
EE,SK,1998,0.0
EE,SK,1999,0.0
EE,SK,2000,0.0
EE,SK,2001,0.0
EE,SK,2002,0.0
EE,SK,2003,0.0
EE,SK,2004,0.0
EE,SK,2005,5.0
EE,SK,2006,4.0
EE,SK,2008,7.0
EE,SK,2009,5.0
EE,SK,2010,8.0
EE,SK,2011,7.0
EE,SK,2012,5.0
EE,SK,2013,5.0
EE,SK,2014,4.0
EE,SK,2015,2.0
EE,SK,2016,6.0
EE,SK,2017,1.0
EE,SK,2018,2.0
EE,SK,2019,1.0
EE,SK,2020,7.0
EE,SK,2021,5.0
EE,SK,2022,5.0
EE,SK,2023,5.0
EE,UK,1998,0.0
EE,UK,1999,0.0
EE,UK,2000,0.0
EE,UK,2001,0.0
EE,UK,2002,0.0
EE,UK,2003,2675.0
EE,UK,2004,797.0
EE,UK,2005,317.0
ES,AT,1998,639.0
ES,AT,1999,773.0
ES,AT,2000,814.0
ES,AT,2001,939.0
ES,AT,2002,483.0
ES,AT,2003,592.0
ES,AT,2004,622.0
ES,AT,2005,678.0
ES,AT,2006,660.0
ES,AT,2007,615.0
ES,AT,2008,664.0
ES,AT,2011,942.0
ES,AT,2012,1407.0
ES,AT,2014,1504.0
ES,AT,2015,1298.0
ES,AT,2016,1076.0
ES,AT,2017,1032.0
ES,AT,2018,996.0
ES,AT,2019,1175.0
ES,AT,2020,1246.0
ES,AT,2021,1343.0
ES,AT,2022,1456.0
ES,AT,2023,1349.0
ES,BE,2010,6067.0
ES,BE,2011,7534.0
ES,BE,2012,7715.0
ES,BE,2013,7533.0
ES,BE,2014,7089.0
ES,BE,2015,5959.0
ES,BE,2016,5279.0
ES,BE,2017,5739.0
ES,BE,2018,5773.0
ES,BE,2019,6617.0
ES,BE,2022,8228.0
ES,BE,2023,8333.0
ES,BG,2007,34.0
ES,BG,2012,536.0
ES,BG,2013,680.0
ES,BG,2014,886.0
ES,BG,2015,1349.0
ES,BG,2016,1201.0
ES,BG,2017,1555.0
ES,BG,2018,1654.0
ES,BG,2019,1722.0
ES,BG,2020,2371.0
ES,BG,2021,2314.0
ES,BG,2022,1601.0
ES,BG,2023,1155.0
ES,CH,2011,5545.0
ES,CH,2012,7242.0
ES,CH,2013,9062.0
ES,CH,2014,7445.0
ES,CH,2015,6661.0
ES,CH,2016,5697.0
ES,CH,2017,5071.0
ES,CH,2018,5275.0
ES,CH,2019,5033.0
ES,CH,2020,5165.0
ES,CZ,2002,42.0
ES,CZ,2003,103.0
ES,CZ,2004,90.0
ES,CZ,2005,47.0
ES,CZ,2006,33.0
ES,CZ,2007,110.0
ES,CZ,2021,235.0
ES,CZ,2022,204.0
ES,CZ,2023,172.0
ES,DE,1998,12691.0
ES,DE,1999,13979.0
ES,DE,2000,14884.0
ES,DE,2001,15349.0
ES,DE,2002,15426.0
ES,DE,2004,14406.0
ES,DE,2005,14004.0
ES,DE,2006,14219.0
ES,DE,2007,15515.0
ES,DE,2008,17388.0
ES,DE,2014,24777.0
ES,DE,2015,22060.0
ES,DE,2016,20914.0
ES,DE,2017,17086.0
ES,DE,2018,16050.0
ES,DE,2019,16160.0
ES,DE,2020,16650.0
ES,DE,2021,18448.0
ES,DE,2022,19563.0
ES,DE,2023,19717.0
ES,DK,1998,1137.0
ES,DK,1999,1188.0
ES,DK,2000,1307.0
ES,DK,2001,1486.0
ES,DK,2002,1613.0
ES,DK,2003,1665.0
ES,DK,2004,1658.0
ES,DK,2005,1853.0
ES,DK,2006,1845.0
ES,DK,2007,1916.0
ES,DK,2008,1389.0
ES,DK,2009,1434.0
ES,DK,2010,1447.0
ES,DK,2011,1498.0
ES,DK,2012,1738.0
ES,DK,2013,1853.0
ES,DK,2014,1961.0
ES,DK,2015,1980.0
ES,DK,2016,2031.0
ES,DK,2017,2236.0
ES,DK,2018,2355.0
ES,DK,2019,2289.0
ES,DK,2020,2476.0
ES,DK,2021,2803.0
ES,EE,2004,8.0
ES,EE,2005,24.0
ES,EE,2006,23.0
ES,EE,2007,51.0
ES,EE,2008,60.0
ES,EE,2009,74.0
ES,EE,2010,33.0
ES,EE,2011,29.0
ES,EE,2012,37.0
ES,EE,2013,44.0
ES,EE,2014,25.0
ES,EE,2015,171.0
ES,EE,2016,244.0
ES,EE,2017,282.0
ES,EE,2018,326.0
ES,EE,2019,257.0
ES,EE,2020,315.0
ES,EE,2021,364.0
ES,EE,2022,319.0
ES,EE,2023,278.0
ES,FI,1998,242.0
ES,FI,1999,290.0
ES,FI,2000,340.0
ES,FI,2001,438.0
ES,FI,2002,525.0
ES,FI,2003,608.0
ES,FI,2004,616.0
ES,FI,2005,631.0
ES,FI,2006,702.0
ES,FI,2007,782.0
ES,FI,2008,760.0
ES,FI,2009,673.0
ES,FI,2010,604.0
ES,FI,2011,742.0
ES,FI,2012,912.0
ES,FI,2013,1151.0
ES,FI,2014,1031.0
ES,FI,2015,744.0
ES,FI,2016,720.0
ES,FI,2017,703.0
ES,FI,2018,911.0
ES,FI,2019,930.0
ES,FI,2020,1124.0
ES,FI,2021,1020.0
ES,FI,2022,1097.0
ES,FI,2023,991.0
ES,FR,2013,21892.0
ES,FR,2014,20789.0
ES,FR,2015,18377.0
ES,FR,2016,16927.0
ES,FR,2017,17774.0
ES,FR,2018,20965.0
ES,FR,2019,18322.0
ES,FR,2020,15760.0
ES,FR,2021,19363.0
ES,FR,2022,18510.0
ES,FR,2023,19425.0
ES,HR,1999,5.0
ES,HR,2001,3.0
ES,HR,2002,2.0
ES,HR,2003,5.0
ES,HR,2004,5.0
ES,HR,2006,7.0
ES,HR,2007,14.0
ES,HR,2008,28.0
ES,HR,2009,16.0
ES,HR,2010,28.0
ES,HR,2011,23.0
ES,HR,2012,22.0
ES,HR,2013,31.0
ES,HR,2014,53.0
ES,HR,2015,43.0
ES,HR,2016,50.0
ES,HR,2017,39.0
ES,HR,2018,52.0
ES,HR,2019,63.0
ES,HR,2020,67.0
ES,HR,2021,214.0
ES,HR,2022,186.0
ES,HR,2023,127.0
ES,HU,2021,576.0
ES,HU,2022,468.0
ES,IE,2006,3917.0
ES,IE,2007,3252.0
ES,IE,2008,3760.0
ES,IE,2009,2576.0
ES,IE,2010,2254.0
ES,IS,1998,52.0
ES,IS,1999,38.0
ES,IS,2000,42.0
ES,IS,2002,58.0
ES,IS,2007,90.0
ES,IS,2009,88.0
ES,IS,2010,84.0
ES,IS,2011,62.0
ES,IS,2012,115.0
ES,IS,2013,193.0
ES,IS,2014,200.0
ES,IS,2015,149.0
ES,IS,2016,251.0
ES,IS,2017,282.0
ES,IS,2018,247.0
ES,IS,2019,296.0
ES,IS,2020,301.0
ES,IS,2021,344.0
ES,IS,2022,447.0
ES,IS,2023,320.0
ES,IT,2008,2741.0
ES,IT,2009,2999.0
ES,IT,2010,3228.0
ES,IT,2011,3271.0
ES,IT,2012,3725.0
ES,IT,2013,3614.0
ES,IT,2014,3427.0
ES,IT,2015,3169.0
ES,IT,2016,3411.0
ES,IT,2017,3330.0
ES,IT,2018,3577.0
ES,IT,2019,4012.0
ES,IT,2020,4969.0
ES,IT,2021,5775.0
ES,IT,2022,5543.0
ES,IT,2023,5582.0
ES,LI,2008,0.0
ES,LI,2009,3.0
ES,LI,2010,6.0
ES,LI,2011,13.0
ES,LI,2012,11.0
ES,LI,2013,14.0
ES,LI,2014,10.0
ES,LI,2015,6.0
ES,LI,2016,6.0
ES,LI,2017,3.0
ES,LI,2018,4.0
ES,LI,2019,9.0
ES,LI,2020,3.0
ES,LI,2021,4.0
ES,LT,1998,0.0
ES,LT,1999,0.0
ES,LT,2000,0.0
ES,LT,2001,24.0
ES,LT,2002,36.0
ES,LT,2003,85.0
ES,LT,2004,250.0
ES,LT,2005,360.0
ES,LT,2006,366.0
ES,LT,2007,416.0
ES,LT,2008,422.0
ES,LT,2009,311.0
ES,LT,2010,247.0
ES,LT,2011,740.0
ES,LT,2012,982.0
ES,LT,2013,1008.0
ES,LT,2014,1023.0
ES,LT,2015,987.0
ES,LT,2016,913.0
ES,LT,2017,874.0
ES,LT,2018,911.0
ES,LT,2019,944.0
ES,LT,2020,884.0
ES,LT,2021,588.0
ES,LT,2022,587.0
ES,LT,2023,513.0
ES,LU,2003,28.0
ES,LU,2004,10.0
ES,LU,2005,23.0
ES,LU,2006,25.0
ES,LU,2007,24.0
ES,LV,1998,2.0
ES,LV,1999,3.0
ES,NL,1998,2408.0
ES,NL,1999,2478.0
ES,NL,2000,2638.0
ES,NL,2001,2668.0
ES,NL,2002,2824.0
ES,NL,2003,2794.0
ES,NL,2004,2826.0
ES,NL,2005,2885.0
ES,NL,2006,3372.0
ES,NL,2007,3902.0
ES,NL,2008,5101.0
ES,NL,2009,4717.0
ES,NL,2010,4765.0
ES,NL,2011,4971.0
ES,NL,2012,5601.0
ES,NL,2013,5858.0
ES,NL,2014,5467.0
ES,NL,2015,5442.0
ES,NL,2016,5426.0
ES,NL,2017,6216.0
ES,NL,2018,6597.0
ES,NL,2019,7852.0
ES,NL,2020,7548.0
ES,NL,2021,8903.0
ES,NL,2022,10020.0
ES,NL,2023,10093.0
ES,NO,1998,511.0
ES,NO,1999,555.0
ES,NO,2000,548.0
ES,NO,2001,607.0
ES,NO,2002,757.0
ES,NO,2003,679.0
ES,NO,2004,717.0
ES,NO,2005,753.0
ES,NO,2006,881.0
ES,NO,2007,818.0
ES,NO,2008,734.0
ES,NO,2009,922.0
ES,NO,2010,1436.0
ES,NO,2011,1505.0
ES,NO,2012,1990.0
ES,NO,2013,2314.0
ES,NO,2014,2084.0
ES,NO,2015,1768.0
ES,NO,2016,1492.0
ES,NO,2017,1378.0
ES,NO,2018,1305.0
ES,NO,2019,1436.0
ES,NO,2020,1298.0
ES,NO,2021,1902.0
ES,NO,2022,2024.0
ES,NO,2023,1919.0
ES,OTHER,2000,0.0
ES,OTHER,2001,0.0
ES,OTHER,2002,1.0
ES,OTHER,2004,0.0
ES,OTHER,2005,50.0
ES,OTHER,2006,41.0
ES,OTHER,2007,81.0
ES,OTHER,2008,0.0
ES,OTHER,2009,0.0
ES,OTHER,2010,0.0
ES,OTHER,2011,10.0
